rank,name,streamers,viewers
1,Street Fighter 6,264,68103
2,Just Chatting,105,23612
3,Escape from Tarkov,127,10234
4,VALORANT,240,3993
5,Call of Duty: Black Ops 7,14,3727
6,League of Legends,98,3353
7,ARC Raiders,73,3108
8,Teamfight Tactics,28,3033
9,Apex Legends,325,2675
10,Overwatch 2,119,1865
11,ELDEN RING NIGHTREIGN,32,1451
12,FINAL FANTASY XIV ONLINE,80,1320
13,Hearthstone,4,1279
14,Yu-Gi-Oh! TRADING CARD GAME,1,1186
15,Blue Protocol: Star Resonance,55,826
16,Path of Exile 2,34,689
17,Dead by Daylight,58,605
18,7 Days to Die,19,603
19,Monster Hunter Wilds,88,586
20,Special Events,4,561
21,Black Desert,13,454
22,Genshin Impact,19,445
23,IRL,8,378
24,FINAL FANTASY X,1,375
25,Dark and Darker,9,366
26,Halu: The Fracture,1,363
27,Amagami,15,314
28,Art,31,299
29,Pokémon Legends: Z-A,21,266
30,Super Smash Bros. Ultimate,4,243
31,World of Tanks,11,232
32,Fortnite,36,230
33,Dragon Quest I & II HD-2D Remake,8,204
34,I'm on Observation Duty 8,1,201
35,Tom Clancy's The Division 2,8,197
36,Strinova,10,190
37,Retro,6,177
38,INAZUMA ELEVEN: Victory Road,9,170
39,Rust,16,168
40,EA Sports FC 26,4,161
41,"Animals, Aquariums, and Zoos",3,159
42,Grand Theft Auto V,21,158
43,VRChat,6,154
44,Splatoon 3,17,146
45,Minecraft,28,141
46,Dragon Quest Builders 2,2,135
47,Always On,3,133
48,Conqueror's Blade,5,133
49,Delta Force,11,132
50,Shadowverse: Worlds Beyond,7,130
