rank,name,streamers,viewers
1,The Game Awards,4,6105
2,Pokémon Legends: Z-A,1,1626
3,ASMR,4,1036
4,League of Legends,8,1024
5,Escape from Tarkov,12,1001
6,Just Chatting,8,952
7,VALORANT,7,824
8,Hearthstone,1,750
9,Teamfight Tactics,3,744
10,Overwatch 2,5,418
11,Street Fighter 6,4,320
12,Mamon King,2,311
13,ELDEN RING NIGHTREIGN,3,305
14,,1,255
15,Black Desert,1,207
16,ARC Raiders,3,188
17,Eternal Return,1,185
18,Apex Legends,3,184
19,Always On,3,167
20,IRL,1,146
21,DriveCrazy,1,135
22,Rust,2,130
23,"Animals, Aquariums, and Zoos",1,129
24,Shadowverse: Worlds Beyond,1,128
25,FINAL FANTASY XIV ONLINE,2,109
26,Monster Hunter Wilds,1,98
27,Path of Exile 2,1,95
28,Marvel Rivals,1,93
29,Dead by Daylight,1,85
30,Genshin Impact,2,83
31,Honkai: Star Rail,1,74
32,Sakuna: Of Rice and Ruin,1,65
33,Dark and Darker,1,58
34,The First Descendant,1,56
35,Zenless Zone Zero,1,53
36,Retro,1,51
37,Terraria,1,51
38,ELDEN RING,1,46
39,TEKKEN 8,1,43
40,Makers & Crafting,1,40
41,Ring Fit Adventure,1,38
42,Where Winds Meet,1,34
