rank,name,streamers,viewers
1,League of Legends,57,4737
2,Mamon King,5,3024
3,Just Chatting,67,2553
4,Escape from Tarkov,92,2293
5,VALORANT,158,2093
6,Apex Legends,245,1782
7,Teamfight Tactics,27,1537
8,ARC Raiders,67,1230
9,Clair Obscur: Expedition 33,2,1149
10,SILENT HILL ƒ,1,1121
11,Street Fighter 6,52,972
12,Overwatch 2,62,845
13,ASMR,18,707
14,Hearthstone,7,687
15,FINAL FANTASY XIV ONLINE,53,658
16,Music,5,443
17,Dead by Daylight,53,428
18,Art,28,356
19,Retro,10,335
20,IRL,5,311
21,Monster Hunter Wilds,66,310
22,Path of Exile 2,22,295
23,Ghost of Yōtei,1,264
24,Genshin Impact,22,223
25,Shadowverse: Worlds Beyond,4,215
26,"Animals, Aquariums, and Zoos",5,213
27,Dark and Darker,6,199
28,World of Tanks,3,180
29,Fortnite,26,171
30,Tom Clancy's The Division 2,8,167
31,Black Desert,4,155
32,Pokémon Legends: Z-A,14,152
33,Always On,4,135
34,Rust,6,129
35,Marvel Rivals,15,118
36,Kirby Air Riders,3,111
37,Linda³ Kanzenban,1,105
38,Splatoon 3,9,101
39,Animal Crossing: New Horizons,2,95
40,Hollow Knight,2,89
41,Special Events,1,89
42,Beautiful Katamari,1,81
43,FINAL FANTASY X,1,74
44,OCTOPATH TRAVELER 0,5,70
45,ELDEN RING NIGHTREIGN,14,69
46,Jinro Metropolis,1,69
47,Dragon Quest III: The Seeds of Salvation,1,68
48,FINAL FANTASY VIII Remastered,1,67
49,Eternal Return,2,65
50,SOUND VOLTEX EXCEED GEAR,1,64
