rank,name,streamers,viewers
1,Teamfight Tactics,25,3108
2,Mamon King,7,2071
3,Alchemy Factory,2,1823
4,Escape from Tarkov,74,1625
5,ARC Raiders,77,1042
6,VALORANT,115,1014
7,League of Legends,45,988
8,Just Chatting,72,962
9,Overwatch 2,49,931
10,Apex Legends,152,689
11,Path of Exile 2,38,568
12,ASMR,17,487
13,Street Fighter 6,37,472
14,Black Desert,10,442
15,Dead by Daylight,49,409
16,Always On,4,341
17,Bread & Fred,1,335
18,Art,24,314
19,Retro,7,282
20,FINAL FANTASY XIV ONLINE,20,271
21,Splatoon 3,16,255
22,The Legend of Zelda: Breath of the Wild,2,233
23,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1,214
24,Fushigi no Dungeon: Torneko no Daibouken,1,206
25,ARK: Survival Ascended,8,206
26,Rust,12,204
27,"Animals, Aquariums, and Zoos",4,175
28,Shadowverse: Worlds Beyond,8,174
29,Monster Hunter Wilds,25,161
30,Hearthstone,3,160
31,Grand Theft Auto V,18,155
32,Eternal Return,3,143
33,Zenless Zone Zero,5,141
34,Minecraft,14,137
35,Raft,1,136
36,Fortnite,22,134
37,INAZUMA ELEVEN: Victory Road,9,123
38,ELDEN RING NIGHTREIGN,14,115
39,Gwent: The Witcher Card Game,1,106
40,Resident Evil 5,1,101
41,Honkai: Star Rail,5,98
42,R.E.P.O.,13,91
43,PokéPark 2: Wonders Beyond,1,90
44,Kirby Air Riders,3,84
45,Destiny 2,20,83
46,Marvel Rivals,7,82
47,Mario Kart World,3,77
48,Star Ocean: The Second Story R,1,76
49,World of Tanks,4,74
50,Diablo IV,7,73
