rank,name,streamers,viewers
1,Mamon King,1,13323
2,Teamfight Tactics,3,5448
3,Escape from Tarkov,7,5119
4,Path of Exile 2,6,4818
5,Just Chatting,8,3009
6,Pokémon Legends: Z-A,4,2733
7,Mahou Shoujo no Majo Saiban,1,1937
8,League of Legends,5,1444
9,VALORANT,6,1066
10,SaGa Frontier 2 Remastered,1,945
11,Shadowverse: Worlds Beyond,1,698
12,Dead by Daylight,2,694
13,Street Fighter 6,3,641
14,PUBG: BATTLEGROUNDS,2,597
15,Factorio,1,455
16,Apex Legends,1,283
17,Dark and Darker,3,273
18,Grand Theft Auto V,1,255
19,Overwatch 2,2,218
20,Jinro Metropolis,2,216
21,ARK: Survival Ascended,2,209
22,ASMR,2,206
23,Music,2,206
24,Art,2,204
25,FINAL FANTASY XIV ONLINE,2,194
26,Hearthstone,1,170
27,,2,166
28,ARC Raiders,2,165
29,Marvel Rivals,1,159
30,Rust,2,156
31,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1,142
32,EA Sports FC 26,1,141
33,ELDEN RING NIGHTREIGN,1,138
34,SAEKO: Giantess Dating Sim,1,127
35,"Animals, Aquariums, and Zoos",1,126
36,Retro,1,121
37,The Elder Scrolls V: Skyrim - Anniversary Edition,1,103
38,Persona 4 Golden,1,101
39,"This Ain’t Even Poker, Ya Joker",1,78
40,Yakuza 2,1,77
41,War Thunder,1,77
42,Paper Mario,1,75
43,INAZUMA ELEVEN: Victory Road,1,72
44,Dragon Quest I & II HD-2D Remake,1,72
45,Ōkami HD,1,68
46,Genshin Impact,1,64
47,Black Desert,1,61
48,Resident Evil 4,1,59
49,MapleStory,1,57
50,Eternal Return,1,54
