rank,name,streamers,viewers
1,League of Legends,105,48207
2,Call of Duty: Black Ops 7,10,21920
3,Escape from Tarkov,135,5258
4,Just Chatting,88,4053
5,VALORANT,236,3997
6,Street Fighter 6,66,3368
7,ARC Raiders,96,2390
8,Apex Legends,313,2048
9,Overwatch 2,107,1659
10,MapleStory,1,1352
11,Teamfight Tactics,23,1091
12,Blue Protocol: Star Resonance,56,706
13,Art,35,540
14,Dead by Daylight,54,477
15,Dark and Darker,13,455
16,Black Desert,12,451
17,ELDEN RING NIGHTREIGN,44,429
18,Monster Hunter Wilds,95,426
19,FINAL FANTASY XIV ONLINE,22,398
20,Rust,9,370
21,Path of Exile 2,23,339
22,Genshin Impact,24,259
23,Super Smash Bros. Ultimate,5,231
24,World of Tanks,3,214
25,7 Days to Die,14,207
26,Hearthstone,2,193
27,IRL,4,180
28,Marvel Rivals,10,161
29,Ninja 外伝 II: The Dark Sword of Chaos,1,160
30,Always On,4,150
31,Shadowverse: Worlds Beyond,4,144
32,Minecraft,34,140
33,Fortnite,37,132
34,Grand Theft Auto V,16,126
35,"Animals, Aquariums, and Zoos",5,122
36,R.E.P.O.,13,119
37,Honkai: Star Rail,11,110
38,Resident Evil 4,1,105
39,Yakuza 0,1,103
40,Eternal Return,8,101
41,Beautiful Katamari,1,100
42,ASMR,16,95
43,Tingus Goose,2,94
44,Tom Clancy's Rainbow Six Siege X,10,91
45,Tom Clancy's The Division 2,7,87
46,Karaoke Joysound for Streamer,1,87
47,FINAL FANTASY X,2,86
48,Splatoon 3,8,81
49,World of Warships,1,80
50,METAL GEAR SOLID Δ: SNAKE EATER,1,79
