rank,name,streamers,viewers
1,Escape from Tarkov,67,2404
2,MapleStory,4,2337
3,League of Legends,60,2229
4,VALORANT,97,1815
5,Teamfight Tactics,23,1399
6,Apex Legends,154,1283
7,ARC Raiders,50,1202
8,Overwatch 2,44,886
9,Just Chatting,52,797
10,Blue Protocol: Star Resonance,38,657
11,Grand Theft Auto V,10,591
12,Street Fighter 6,34,586
13,FINAL FANTASY XIV ONLINE,28,510
14,Rust,10,465
15,ASMR,15,374
16,Art,20,372
17,Monster Hunter Wilds,34,339
18,ELDEN RING NIGHTREIGN,23,337
19,Dead by Daylight,34,232
20,Hearthstone,3,230
21,IRL,4,223
22,Dark and Darker,7,216
23,Retro,12,214
24,Backpack Battles,2,192
25,"Animals, Aquariums, and Zoos",6,177
26,Honkai: Star Rail,6,159
27,Always On,4,148
28,Shadowverse: Worlds Beyond,4,145
29,Metaphor: ReFantazio,1,132
30,Ninja 外伝 II: The Dark Sword of Chaos,1,119
31,Zenless Zone Zero,5,113
32,Tingus Goose,1,112
33,Slay the Spire,4,102
34,Genshin Impact,14,101
35,Sir Fallen,2,86
36,World of Tanks,3,83
37,Delta Force,6,80
38,Path of Exile 2,13,77
39,FINAL FANTASY VIII Remastered,1,76
40,Fortnite,14,72
41,Minecraft,13,68
42,Diddy Kong Racing,1,67
43,Pokémon Legends: Z-A,12,65
44,Splatoon 3,10,64
45,Beat Saber,2,60
46,Yakuza 0,1,53
47,Fallout 76,3,52
48,Beautiful Katamari,1,50
49,7 Days to Die,4,49
50,Marvel Rivals,9,48
