rank,name,streamers,viewers
1,Teamfight Tactics,23,3604
2,Agreeee,1,3329
3,VALORANT,83,1241
4,Escape from Tarkov,72,1239
5,League of Legends,44,908
6,Dead by Daylight,26,875
7,Hearthstone,1,870
8,ASMR,18,842
9,Apex Legends,103,740
10,ARC Raiders,38,486
11,Overwatch 2,26,453
12,Art,14,406
13,Just Chatting,46,321
14,Genshin Impact,23,290
15,Shadowverse: Worlds Beyond,2,243
16,The Nightmare of Druaga: Fushigino Dungeon,1,241
17,IRL,3,236
18,FINAL FANTASY XIV ONLINE,20,226
19,Music,3,216
20,Dark and Darker,2,200
21,SUPER GHOULS'N GHOSTS,1,182
22,Minecraft,16,177
23,Dark Souls: Remastered,1,154
24,Black Desert,3,150
25,Street Fighter 6,17,149
26,"Animals, Aquariums, and Zoos",4,133
28,Monster Hunter Wilds,24,113
29,Metaphor: ReFantazio,1,110
30,FINAL FANTASY VIII Remastered,1,105
31,World of Tanks,2,104
32,Always On,4,102
33,Path of Exile 2,12,88
34, SEKIRO: SHADOWS DIE TWICE,1,86
35,Pokémon Legends: Z-A,5,84
36,ZAKO NO AHIRU,1,81
37,ELDEN RING NIGHTREIGN,12,74
38,Fortnite,9,70
39,Kirby Air Riders,2,68
40,DJs,2,64
41,EA Sports FC 26,1,64
42,7 Days to Die,4,63
43,ARK: Survival Ascended,4,56
44,Mario Kart World,2,47
45,DayZ,3,47
46,Tokimeki Memorial Girl's Side 4th Heart,1,45
47,RimWorld,1,44
48,Strinova,3,42
49,TEKKEN 8,1,41
50,OCTOPATH TRAVELER 0,6,33
