rank,name,streamers,viewers
1,League of Legends,96,20468
2,Escape from Tarkov,80,4422
3,Persona 5 Royal,1,2224
4,ARC Raiders,43,1988
5,Just Chatting,63,1978
6,VALORANT,146,1964
7,Apex Legends,226,1418
8,Teamfight Tactics,21,1369
9,Street Fighter 6,48,1231
10,Hearthstone,3,1089
11,Blue Protocol: Star Resonance,30,708
12,Overwatch 2,48,700
13,ASMR,17,646
14,FINAL FANTASY XIV ONLINE,38,474
15,Dead by Daylight,43,347
16,PUBG: BATTLEGROUNDS,2,344
17,Monster Hunter Wilds,55,334
18,Splatoon 3,8,309
19,IRL,4,295
20,Shadowverse: Worlds Beyond,5,278
21,Art,17,269
22,Minecraft,23,260
23,Rust,8,208
24,Always On,4,204
25,Grand Theft Auto V,15,188
26,ELDEN RING NIGHTREIGN,24,187
27,Super Smash Bros. Ultimate,4,182
28,VRChat,2,174
29,World of Tanks,3,173
30,Jinro Metropolis,4,158
31,Mahjong Soul,4,140
32,Dark and Darker,3,139
33,Super Mario World,2,134
34,Fortnite,19,132
35,SILENT HILL ƒ,3,132
36,7 Days to Die,8,131
37,Honkai: Star Rail,8,131
38,"Animals, Aquariums, and Zoos",6,126
39,Retro,9,124
40,Path of Exile 2,13,117
41,Dragon Quest Builders 2,3,111
42,Black Desert,4,107
43,Hollow Knight,3,106
44,Dragon Quest I & II HD-2D Remake,8,105
45,Zenless Zone Zero,12,102
46,SUPER GHOULS'N GHOSTS,2,102
47,Summon Night 2,1,97
48,Genshin Impact,16,97
49,The Legend of Zelda: The Wind Waker,1,95
50,FINAL FANTASY X,2,94
