rank,name,streamers,viewers
1,Escape from Tarkov,94,11288
2,Street Fighter 6,22,7039
3,Teamfight Tactics,28,6977
4,Jinro Metropolis,1,2339
5,Pokémon Legends: Z-A,22,1930
6,ARC Raiders,68,1915
7,Overwatch 2,64,1733
8,VALORANT,168,1687
9,Just Chatting,88,1282
10,Apex Legends,219,1255
11,League of Legends,77,968
12,ASMR,14,712
13,Grand Theft Auto V,58,591
14,PUBG: BATTLEGROUNDS,5,561
15,Donkey Kong Country 2: Diddy's Kong-Quest,2,560
16,Art,18,507
17,Dead by Daylight,49,502
18,Mega Man 8,1,468
19,FINAL FANTASY XIV ONLINE,24,445
20,Path of Exile 2,33,414
21,DJs,1,333
22,Where Winds Meet,4,328
23,Minecraft,51,317
24,Black Desert,7,299
25,Factorio,3,281
26,Splatoon 3,20,258
27,Rust,19,246
28,ELDEN RING NIGHTREIGN,39,229
29,Genshin Impact,19,198
30,Always On,4,191
31,SILENT HILL ƒ,5,187
32,Retro,5,184
33,The Legend of Zelda: Breath of the Wild,2,182
34,"Animals, Aquariums, and Zoos",3,144
35,Cloverpit,1,142
36,Fortnite,46,137
37,Destiny 2,34,129
38,Monster Hunter Wilds,19,124
39,INAZUMA ELEVEN: Victory Road,11,121
40,Dragon Quest I & II HD-2D Remake,8,116
41,EA Sports FC 26,1,113
42,R.E.P.O.,17,101
43,The Nightmare of Druaga: Fushigino Dungeon,1,99
44,Honkai: Star Rail,8,94
45,World of Tanks,2,92
46,Kirby Air Riders,6,83
47,PokéPark 2: Wonders Beyond,1,82
48,MapleStory,5,81
49,Resident Evil 5,1,80
50,HANEHOLO!,1,75
