rank,name,streamers,viewers
1,Just Chatting,127,32098
2,Escape from Tarkov,102,16337
3,Grand Theft Auto V,81,8200
4,League of Legends,100,8043
5,Dragon Quest Monsters: Terry no Wonderland SP,1,8008
6,VALORANT,250,6316
7,ARC Raiders,111,5970
8,Apex Legends,319,5247
9,Street Fighter 6,88,3830
10,PICO PARK 2,1,3495
11,Dragon Quest I & II HD-2D Remake,7,2623
12,Overwatch 2,100,2530
13,Pokémon Legends: Z-A,21,2486
14,Eternal Return,6,2420
15,FINAL FANTASY XIV ONLINE,148,2245
16,ELDEN RING NIGHTREIGN,39,2210
17,ASMR,7,1414
18,Monster Hunter Wilds,141,1090
19,Teamfight Tactics,26,986
20,Hearthstone,6,801
21,Clair Obscur: Expedition 33,5,757
22,Dead by Daylight,78,754
23,SILENT HILL ƒ,6,730
24,Art,36,693
25,OCTOPATH TRAVELER 0,8,577
26,Minecraft,35,576
27,EA Sports FC 26,3,485
28,Cook for Me Grandpa!,1,355
29,Black Desert,13,351
30,Among Us,1,351
31,Dark Souls: Remastered,5,313
32,Raft,6,300
33,Retro,6,251
34,Genshin Impact,32,250
35,World of Tanks,7,237
36,7 Days to Die,13,231
37,Path of Exile 2,18,216
38,Super Smash Bros. Ultimate,5,206
39,Pogostuck: Rage With Your Friends,6,206
40,Jinro Metropolis,5,200
41,Wuthering Waves,14,198
42,Marvel Rivals,13,197
43,The Legend of Zelda: Breath of the Wild,2,196
44,Strinova,9,185
45,Phasmophobia,6,174
46,Kirby Air Riders,5,173
47,Tom Clancy's Rainbow Six Siege X,15,166
48,"Animals, Aquariums, and Zoos",3,165
49,Animal Crossing: New Horizons,9,161
50,INAZUMA ELEVEN: Victory Road,9,151
