rank,name,streamers,viewers
1,League of Legends,76,4663
2,Street Fighter 6,43,3247
3,Just Chatting,86,3071
4,Jinro Metropolis,1,2483
5,ARC Raiders,69,2475
6,ELDEN RING NIGHTREIGN,26,2303
7,Escape from Tarkov,90,2074
8,Persona 5 Royal,6,1962
9,VALORANT,150,1562
10,Overwatch 2,69,1547
11,ASMR,12,1324
12,Apex Legends,214,1097
13,Grand Theft Auto V,43,966
14,Dead by Daylight,46,769
15,Hearthstone,3,598
16,FINAL FANTASY XIV ONLINE,31,549
17,Teamfight Tactics,19,513
18,Minecraft,31,461
19,Art,16,444
20,Dark and Darker,8,395
21,Blue Protocol: Star Resonance,30,386
22,Black Desert,9,377
23,Super Smash Bros. Ultimate,3,255
24,Retro,7,250
25,Marvel Rivals,8,243
26,Monster Hunter Wilds,50,232
27,Honkai: Star Rail,6,204
28,Path of Exile 2,10,198
29,Dungeon ni Seisoku Da!,1,198
30,Phasmophobia,6,173
31,Dragon Quest I & II HD-2D Remake,2,143
32,"Animals, Aquariums, and Zoos",4,128
33,Music,3,125
34,Always On,3,116
35,Rust,27,116
36,Steam,1,115
37,Special Events,1,112
38,Diablo IV,4,102
39,Genshin Impact,12,95
40,World of Tanks,4,91
41,The Legend of Zelda: The Wind Waker,1,85
42,Conqueror's Blade,5,80
43,Spell Tonaeru,1,80
44,Cast n Chill,1,79
45,7 Days to Die,13,79
46,IRL,2,78
47,Dota 2,4,76
48,Shadowverse: Worlds Beyond,8,72
49,Fushigi no Dungeon 2: Fuurai no Shiren,1,69
50,VEIN,1,68
