rank,name,streamers,viewers
1,Mamon King,1,4767
2,League of Legends,32,2229
3,Teamfight Tactics,27,1740
4,VALORANT,60,1184
5,Escape from Tarkov,50,1048
6,Just Chatting,53,1038
7,Apex Legends,80,733
8,Street Fighter 6,20,716
9,Overwatch 2,36,679
10,ARC Raiders,33,578
11,ELDEN RING NIGHTREIGN,19,426
12,Hearthstone,3,353
13,Art,16,337
14,SUPER GHOULS'N GHOSTS,1,290
15,FINAL FANTASY XIV ONLINE,16,229
16,Dead by Daylight,20,203
17,IRL,3,202
18,Path of Exile 2,22,178
19,Always On,4,167
20,Genshin Impact,18,164
21,Shadowverse: Worlds Beyond,4,160
22,Dragon Ball FighterZ,1,158
23,Splatoon 3,11,149
24,Minecraft,20,145
25,"Animals, Aquariums, and Zoos",4,142
26,Diablo IV,2,126
27,ASMR,14,121
28,Metaphor: ReFantazio,1,102
29,Retro,2,101
30,Games + Demos,5,98
31,Black Desert,4,94
32,Dark and Darker,2,88
33,Raft,1,79
34,Grand Theft Auto V,12,78
35,Pokémon Legends: Z-A,8,77
36,Monster Hunter Wilds,14,72
37,Dave the Diver,1,62
38,Ring Fit Adventure,1,48
39,Animal Crossing: New Horizons,4,48
40,Eternal Return,3,47
41,FINAL FANTASY XVI,2,47
42,"Papers, Please",1,45
43,PowerWash Simulator,1,44
44,7 Days to Die,5,44
45,Hookah Haze,1,41
46,Zenless Zone Zero,6,41
47,Super Mario World,1,39
48,Mario Kart World,1,39
49,Lies of P,1,35
50,DayZ,3,35
