rank,name,streamers,viewers
1,Just Chatting,86,20114
2,League of Legends,102,5191
3,Street Fighter 6,61,3973
4,Resident Evil 2,1,3786
5,Mamon King,8,2901
6,Escape from Tarkov,131,2891
7,Apex Legends,309,2588
8,VALORANT,208,2583
9,ARC Raiders,78,2544
10,Overwatch 2,85,2077
11,Teamfight Tactics,23,1941
12,Eternal Return,8,1334
13,Hearthstone,5,1036
14,FINAL FANTASY XIV ONLINE,71,869
15,Dead by Daylight,49,673
16,ASMR,17,669
17,Art,35,538
18,Honkai: Star Rail,49,518
19,Path of Exile 2,24,411
20,Monster Hunter Wilds,91,397
21,IRL,5,362
22,Delta Force,11,314
23,Black Desert,7,236
24,Shadowverse: Worlds Beyond,6,224
25,World of Tanks,4,215
26,Pokémon Legends: Z-A,17,213
27,Retro,6,201
28,ELDEN RING NIGHTREIGN,29,165
29,Genshin Impact,29,153
30,Tom Clancy's The Division 2,5,147
31,Always On,4,143
32,Fortnite,30,141
33,Music,9,141
34,Splatoon 3,13,130
35,Hollow Knight,1,126
36,Beautiful Katamari,1,109
37,Marvel Rivals,6,106
38,Phoenix Wright: Ace Attorney - Dual Destinies,1,96
39,2XKO,1,90
40,Jinro Metropolis,2,86
41,Rust,7,85
42,Where Winds Meet,5,79
43,Once Human,6,77
44,"Animals, Aquariums, and Zoos",4,74
45,Tom Clancy's Rainbow Six Siege X,14,73
46,R.E.P.O.,18,68
47,Miniatures & Models,1,66
48,Special Events,1,62
49,Summon Night 2,2,60
50,Dragon Warrior Monsters 2: Tara's Adventure,1,58
