rank,name,streamers,viewers
1,Just Chatting,117,49329
2,Street Fighter 6,83,20514
3,Escape from Tarkov,150,17403
4,League of Legends,107,15209
5,Path of Exile 2,53,11728
6,Dragon Quest Monsters: Terry no Wonderland SP,1,10555
7,Overwatch 2,132,5746
8,MIMESIS,11,5643
9,VALORANT,230,4031
10,Inazuma Eleven GO: Chrono Stones - Thunderflash,1,3871
11,Retro,17,2830
12,Apex Legends,280,2641
13,Mamon King,14,2291
14,Alchemy Factory,4,1941
15,Dead by Daylight,73,1830
16,ARC Raiders,86,1505
17,ASMR,13,1068
18,Black Desert,17,1010
19,FINAL FANTASY XIV ONLINE,49,923
20,Art,42,758
21,Pokémon Legends: Z-A,37,694
22,FINAL FANTASY XV,3,664
23,Mario Kart World,1,653
24,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,3,611
25,Fortnite,35,528
26,Special Events,5,521
27,ELDEN RING NIGHTREIGN,38,509
28,Teamfight Tactics,23,474
29,PUBG: BATTLEGROUNDS,30,447
30,Dark and Darker,9,441
31,Tom Clancy's Rainbow Six Siege X,14,355
32,DJs,1,343
33,Eternal Return,10,339
34,Agreeee,5,317
35,Rust,20,309
36,Pokémon UNITE,2,309
37,Hearthstone,3,291
38,Minecraft,48,279
39,Splatoon 3,38,275
40,Karaoke Joysound for Streamer,1,257
41,Marvel Rivals,21,250
42,R.E.P.O.,29,229
43,Where Winds Meet,8,222
44,IRL,4,214
45,Genshin Impact,32,212
46,Delta Force,6,203
47,World of Tanks,10,181
48,Persona 5 Royal,5,174
49,Diablo IV,6,174
50,Super Smash Bros. Ultimate,6,174
