rank,name,streamers,viewers
1,Escape from Tarkov,141,10988
2,Street Fighter 6,26,10608
3,Just Chatting,97,8039
4,League of Legends,121,6228
5,ARC Raiders,82,4403
6,Games + Demos,18,3043
7,Monster Hunter Wilds,345,2901
8,VALORANT,245,2853
9,Apex Legends,322,2706
10,Overwatch 2,109,2539
11,FINAL FANTASY XIV ONLINE,8,1766
12,Eternal Return,10,1488
13,Hearthstone,2,939
14,Teamfight Tactics,33,869
15,Mario Kart World,4,842
16,HANEHOLO!,1,672
17,Deviation Game,1,653
18,Path of Exile 2,34,578
19,Dead by Daylight,53,554
20,Art,41,447
21,IRL,4,404
22,Tom Clancy's Rainbow Six Siege X,15,381
23,Shadowverse: Worlds Beyond,9,312
24,World of Tanks,9,292
25,ELDEN RING NIGHTREIGN,37,290
26,SILENT HILL ƒ,3,276
27,ASMR,19,273
28,Black Desert,5,248
29,Genshin Impact,34,244
30,Minecraft,40,186
31,Retro,9,173
32,Music,7,167
33,Marvel Rivals,14,160
34,2XKO,2,150
35,Backpack Battles,3,148
36,Resident Evil 4,5,143
37,Fortnite,39,131
38,"Animals, Aquariums, and Zoos",6,120
39,Pokémon Legends: Z-A,44,116
40,7 Days to Die,11,112
41,Rust,10,111
42,Where Winds Meet,8,104
43,Splatoon 3,13,98
44,Tingus Goose,1,95
45,Romancing SaGa,1,89
46,Super Mario 64,1,85
47,Strinova,4,78
48,Special Events,1,78
49,Hunt: Showdown 1896,1,76
50,Deduce Together,1,75
