rank,name,streamers,viewers
1,League of Legends,47,47811
2,Escape from Tarkov,77,10315
3,ARC Raiders,73,3754
4,Just Chatting,74,3264
5,VALORANT,150,1739
6,Overwatch 2,54,1126
7,Teamfight Tactics,22,889
8,Street Fighter 6,45,883
9,Apex Legends,166,880
10,Alchemy Factory,6,621
11,Dead by Daylight,46,465
12,Blue Protocol: Star Resonance,30,429
13,FINAL FANTASY XIV ONLINE,28,396
14,Monster Hunter Wilds,41,328
15,Hearthstone,3,327
16,Black Desert,5,264
17,Art,27,256
18,ASMR,15,252
19,Dark and Darker,3,240
20,Shadowverse: Worlds Beyond,11,234
21,Retro,10,212
22,Raft,3,211
23,IRL,5,192
24,Deviation Game,1,184
25,Always On,4,169
26,"Animals, Aquariums, and Zoos",3,168
27,Minecraft,17,159
28,ELDEN RING NIGHTREIGN,15,151
29,Backpack Battles,2,149
30,Genshin Impact,20,142
31,Fortnite,24,139
32,Steam,1,131
33,7 Days to Die,11,119
34,The Legend of Zelda: The Wind Waker,1,112
35,Albion Online,2,111
36,Agreeee,1,101
37,Ninja 外伝 II: The Dark Sword of Chaos,1,100
38,Hollow Knight,2,99
39,Rust,13,94
40,FINAL FANTASY X,1,94
41,ARK: Survival Ascended,2,93
42,Animal Crossing: New Horizons,6,93
43,The Legend of Zelda: A Link Between Worlds,1,93
44,Dragon Quest Builders 2,3,88
45,Honkai: Star Rail,6,83
46,Path of Exile 2,12,80
47,Dragon Quest III: The Seeds of Salvation,1,68
48,Animal Crossing: City Folk,1,66
49,STG Shmups,3,58
50,Eternal Return,5,54
