rank,name,streamers,viewers
1,League of Legends,50,3535
2,Mamon King,3,2736
3,ARC Raiders,58,2476
4,Just Chatting,75,2194
5,Escape from Tarkov,83,1795
6,VALORANT,102,1538
7,Apex Legends,194,1331
8,Teamfight Tactics,17,1038
9,Clair Obscur: Expedition 33,3,998
10,Street Fighter 6,33,815
11,ASMR,16,682
12,FINAL FANTASY XIV ONLINE,46,621
13,Hearthstone,4,571
14,Overwatch 2,56,520
15,Music,5,430
16,Monster Hunter Wilds,52,392
17,Raft,3,385
18,Art,22,336
19,IRL,6,309
20,Retro,14,295
21,PUBG: BATTLEGROUNDS,2,291
22,Dead by Daylight,26,289
23,Genshin Impact,19,182
24,"Animals, Aquariums, and Zoos",4,178
25,Shadowverse: Worlds Beyond,6,144
26,Tom Clancy's The Division 2,6,140
27,World of Tanks,2,130
28,Always On,4,128
29,Kirby Air Riders,3,119
30,ELDEN RING NIGHTREIGN,6,112
31,Black Desert,3,101
32,Linda³ Kanzenban,1,100
33,Fortnite,13,97
34,Path of Exile 2,16,95
35,FINAL FANTASY VIII Remastered,1,79
36,Special Events,1,77
37,Marvel Rivals,10,70
38,SUPER GHOULS'N GHOSTS,1,70
39,Dark and Darker,4,67
40,Animal Crossing: New Horizons,3,66
41,Dragon Quest III: The Seeds of Salvation,1,59
42,Beautiful Katamari,1,58
43,Splatoon 3,10,58
44,Once Human,7,58
45,Rust,5,57
46,7 Days to Die,7,56
47,FINAL FANTASY X,1,54
48,Hollow Knight,2,52
49,Eternal Return,3,50
50,VRChat,7,48
