rank,name,streamers,viewers
1,Escape from Tarkov,95,9102
2,Just Chatting,63,4461
3,Dragon Quest I & II HD-2D Remake,3,2972
4,Street Fighter 6,42,2279
5,Apex Legends,141,2145
6,League of Legends,48,1925
7,ARC Raiders,58,1653
8,VALORANT,126,1326
9,Overwatch 2,51,830
10,Grand Theft Auto V,25,726
11,OCTOPATH TRAVELER 0,6,659
12,Teamfight Tactics,14,563
13,ELDEN RING NIGHTREIGN,27,551
14,ICARUS,1,485
15,Dead by Daylight,27,464
16,Honkai: Star Rail,6,432
17,Raft,4,424
18,Ghost of Yōtei,4,396
19,ASMR,15,365
20,EA Sports FC 26,4,328
21,Blue Protocol: Star Resonance,29,291
22,FINAL FANTASY XIV ONLINE,19,257
23,Always On,5,228
24,Black Desert,5,218
25,Monster Hunter Wilds,33,200
26,Art,16,191
27,BOKURA: planet,1,181
28, SEKIRO: SHADOWS DIE TWICE,1,164
29,"Animals, Aquariums, and Zoos",3,154
30,Path of Exile 2,16,148
31,R.E.P.O.,10,137
32,Dark and Darker,5,135
33,Shadowverse: Worlds Beyond,9,130
34,ARK: Survival Ascended,6,121
35,FINAL FANTASY VIII Remastered,1,117
36,INAZUMA ELEVEN: Victory Road,11,108
37,Wuthering Waves,5,100
38,Until Dawn,2,100
39,The Legend of Zelda: The Wind Waker,1,96
40,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1,95
41,World of Tanks,6,95
42,Minecraft,27,95
43,DRAGON QUEST XI S: Echoes of an Elusive Age,1,92
44,Persona 4 Golden,1,84
45,Zenless Zone Zero,4,83
46,Marvel Rivals,6,69
47,Q REMASTERED,1,68
48,Baby Steps,2,59
49,Rust,16,57
50,Greed Stays Home,1,54
