rank,name,streamers,viewers
1,Teamfight Tactics,24,3391
2,Alchemy Factory,4,2983
3,Mamon King,9,2102
4,Just Chatting,75,1459
5,Escape from Tarkov,89,1323
6,VALORANT,138,1274
7,League of Legends,58,1152
8,Overwatch 2,52,1096
9,Apex Legends,202,1011
10,Path of Exile 2,39,698
11,ARC Raiders,75,655
12,Street Fighter 6,38,593
13,Dead by Daylight,63,542
14,Black Desert,15,530
15,ASMR,16,472
16,Art,29,385
17,Bread & Fred,1,367
18,FINAL FANTASY XIV ONLINE,30,357
19,Retro,7,321
20,ARK: Survival Ascended,8,270
21,ELDEN RING NIGHTREIGN,26,270
22,Hearthstone,5,223
23,The Legend of Zelda: Breath of the Wild,2,211
24,Raft,3,209
25,Shadowverse: Worlds Beyond,8,175
26,Crab Champions,1,164
27,Monster Hunter Wilds,30,160
28,Grand Theft Auto V,17,155
29,"Animals, Aquariums, and Zoos",5,148
30,Splatoon 3,24,146
31,Dragon Quest I & II HD-2D Remake,6,145
32,Eternal Return,4,140
33,Always On,3,140
34,Fushigi no Dungeon: Torneko no Daibouken,1,134
35,Rust,13,132
36,Zenless Zone Zero,7,126
37,INAZUMA ELEVEN: Victory Road,9,126
38,Call of Duty: Black Ops 7,10,125
39,Fortnite,23,123
40,osu!,8,118
41,Diablo IV,8,108
42,Genshin Impact,17,107
43,Honkai: Star Rail,9,106
44,Resident Evil 5,1,103
45,World of Tanks,4,102
46,Animal Crossing: New Horizons,4,100
47,Marvel Rivals,7,90
48,Gwent: The Witcher Card Game,1,81
49,Pokémon Legends: Z-A,20,79
50,Dark and Darker,2,79
