rank,name,streamers,viewers
1,Mamon King,5,17425
2,VALORANT,5,2711
3,League of Legends,7,1976
4,Pokémon Legends: Z-A,2,1109
5,Teamfight Tactics,2,996
6,Escape from Tarkov,10,927
7,Hearthstone,2,883
8,ASMR,4,818
9,Overwatch 2,5,431
10,Just Chatting,7,426
11,ARC Raiders,3,405
12,Ale & Tale Tavern,1,391
13,SUPER GHOULS'N GHOSTS,1,329
14,ELDEN RING NIGHTREIGN,3,262
15,Apex Legends,3,250
16,Always On,2,236
17,The Nightmare of Druaga: Fushigino Dungeon,1,199
18,ARK: Survival Ascended,2,170
19,Dead by Daylight,2,148
20,Retro,2,141
21,Eternal Return,1,133
22,ARK: Survival Evolved,1,133
23,"Animals, Aquariums, and Zoos",1,127
24,FINAL FANTASY XIV ONLINE,2,124
25,Animal Crossing: New Horizons,1,119
26,MapleStory,2,115
27,Art,2,114
28,Hollow Knight,1,114
29,IRL,1,112
30,Shadowverse: Worlds Beyond,1,101
31,Jinro Metropolis,1,100
32,Hatsune Miku: Project DIVA Mega Mix+,1,97
33,Street Fighter 6,1,87
34,World of Tanks,1,80
35,Minecraft,1,77
36, SEKIRO: SHADOWS DIE TWICE,1,71
37,Major Dream: Major Wii: Perfect Closer,1,69
38,Ōkami HD,1,63
39,Marvel Rivals,1,54
40,Lies of P,1,53
41,Beat Saber,1,52
42,Super Mario World,1,47
43,Backpack Battles,1,44
44,PowerWash Simulator,1,40
45,Vampire Survivors,1,40
46,,1,39
