rank,name,streamers,viewers
1,League of Legends,117,8055
2,Escape from Tarkov,128,4513
3,Just Chatting,147,4463
4,VALORANT,243,3565
5,ARC Raiders,111,2557
6,Persona 5 Royal,1,2033
7,Apex Legends,320,1996
8,Overwatch 2,97,1271
9,ASMR,17,1258
10,Teamfight Tactics,22,1239
11,Grand Theft Auto V,54,1231
12,OCTOPATH TRAVELER 0,3,1166
13,Street Fighter 6,49,1145
14,FINAL FANTASY XIV ONLINE,60,998
15,Hearthstone,3,969
16,Black Desert,7,643
17,Dead by Daylight,54,640
18,Eternal Return,4,635
19,Mario Kart World,3,573
20,Ghost of Yōtei,4,531
21,VRChat,8,503
22,Escape from Tarkov: Arena,2,469
23,Minecraft,59,468
24,ELDEN RING NIGHTREIGN,34,460
25,Rhythm Doctor,1,440
26,Blue Protocol: Star Resonance,35,408
27,DJs,3,399
28,Phantasy Star Online Ver. 2,1,383
29,Shadowverse: Worlds Beyond,16,375
30,Honkai: Star Rail,21,351
31,Monster Hunter Wilds,69,343
32,Rust,31,341
33,Raft,3,326
34,Art,19,323
35,EA Sports FC 26,3,310
36,SILENT HILL ƒ,6,309
37,Zenless Zone Zero,11,278
38,Genshin Impact,30,268
39,The Legend of Zelda: Breath of the Wild,1,232
40,Mahjong Soul,6,187
41,"Animals, Aquariums, and Zoos",4,175
42,I'm Only Sleeping,2,154
43,Dark Souls: Remastered,2,146
44,R.E.P.O.,18,142
45,INAZUMA ELEVEN: Victory Road,13,139
46,Path of Exile 2,13,127
47,Strinova,8,125
48,Music,9,123
49,Kirby Air Riders,2,121
50,Chocobo's Mystery Dungeon EVERY BUDDY!,1,120
