rank,name,streamers,viewers
1,League of Legends,105,31194
2,Escape from Tarkov,87,4954
3,Just Chatting,67,3402
4,Persona 5 Royal,2,2290
5,ARC Raiders,54,2247
6,VALORANT,190,2196
7,Teamfight Tactics,27,1336
8,Apex Legends,200,1129
9,Hearthstone,1,1031
10,Overwatch 2,66,966
11,Street Fighter 6,49,860
12,Blue Protocol: Star Resonance,34,588
13,Dead by Daylight,55,504
14,FINAL FANTASY XIV ONLINE,42,437
15,ASMR,14,411
16,PUBG: BATTLEGROUNDS,3,374
17,Art,25,370
18,Splatoon 3,6,312
19,Monster Hunter Wilds,44,278
20,Black Desert,7,269
21,IRL,4,267
22,ELDEN RING NIGHTREIGN,32,227
23,Super Smash Bros. Ultimate,6,209
24,Always On,4,206
25,Rust,11,194
26,Genshin Impact,14,163
27,World of Tanks,3,161
28,Shadowverse: Worlds Beyond,2,161
29,"Animals, Aquariums, and Zoos",7,159
30,7 Days to Die,7,152
31,VRChat,2,151
32,Dark and Darker,3,146
33,Path of Exile 2,19,144
34,Mahjong Soul,3,140
35,Honkai: Star Rail,8,137
36,Grand Theft Auto V,12,122
37,Dragon Quest I & II HD-2D Remake,6,113
38,Dragon Quest Builders 2,2,112
39,Minecraft,23,111
40,Fortnite,19,110
41,Hollow Knight,2,108
42,Delta Force,11,104
43,The Legend of Zelda: The Wind Waker,1,101
44,Special Events,1,101
45,R.E.P.O.,9,100
46,Dota 2,2,100
47,Super Mario World,1,100
48,Marvel Rivals,9,99
49,FINAL FANTASY X,2,93
50,Phoenix Wright: Ace Attorney - Dual Destinies,1,84
