rank,name,streamers,viewers
1,Call of Duty: Black Ops 7,10,17871
2,League of Legends,122,10791
3,Street Fighter 6,86,9978
4,Escape from Tarkov,134,6102
5,Apex Legends,306,4725
6,Mamon King,7,4145
7,VALORANT,251,3975
8,Minecraft,28,3785
9,Just Chatting,103,3334
10,ELDEN RING NIGHTREIGN,48,2330
11,ARC Raiders,108,2095
12,Overwatch 2,110,2009
13,Grand Theft Auto V,80,1926
14,ASMR,12,1910
15,Kirby Air Riders,7,1463
16,MapleStory,6,1463
17,Blue Protocol: Star Resonance,53,1129
18,FINAL FANTASY XIV ONLINE,78,963
19,Teamfight Tactics,24,959
20,Clubhouse Games: 51 Worldwide Classics,1,876
21,Dead by Daylight,72,851
22,Hogwarts Legacy,13,800
23,Core Keeper,1,755
24,Hearthstone,4,590
25,Honkai: Star Rail,6,550
26,PUBG: BATTLEGROUNDS,14,542
27,HATSUNE MIKU: COLORFUL STAGE!,1,517
28,EA Sports FC 26,2,415
29,Monster Hunter Wilds,90,413
30,Art,18,412
31,Dark and Darker,9,390
32,Rust,8,254
33,Shadowverse: Worlds Beyond,12,245
34,Black Desert,9,242
35,Super Smash Bros. Ultimate,2,240
36,Retro,8,239
37,World of Tanks,7,238
38,Food & Drink,3,223
39,DJs,4,220
40,Genshin Impact,33,216
41,Jinro Metropolis,3,208
42,UNDERTALE,1,202
43,Animal Crossing: New Horizons,7,194
44,R.E.P.O.,16,178
45,INAZUMA ELEVEN: Victory Road,16,173
46,Cult of the Lamb,1,170
47,Marvel Rivals,17,170
48,"Animals, Aquariums, and Zoos",3,153
49,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,1,151
50,Pokémon Legends: Z-A,27,144
