rank,name,streamers,viewers
1,MIMESIS,15,44005
2,VALORANT,246,13658
3,League of Legends,109,9315
4,Just Chatting,172,5201
5,Escape from Tarkov,114,4733
6,Resident Evil Village,1,4094
7,Apex Legends,311,2857
8,ARC Raiders,97,2586
9,Overwatch 2,112,2409
10,ASMR,7,2303
11,Street Fighter 6,56,1947
12,Grand Theft Auto V,72,1646
13,Persona 5 Royal,3,1602
14,Teamfight Tactics,18,1522
15,INAZUMA ELEVEN: Victory Road,10,1296
16,FINAL FANTASY XIV ONLINE,67,1243
17,7 Days to Die,22,1015
18,Hearthstone,2,995
19,Dead by Daylight,72,930
20,Black Desert,11,915
21,Five Hearts Under One Roof 2,1,795
22,OCTOPATH TRAVELER 0,3,748
23,Pokémon Ruby/Sapphire,1,685
24,Eternal Return,7,682
25,Minecraft,62,668
26,VRChat,11,601
27,Mario Kart World,6,587
28,Art,26,583
29,Ghost of Yōtei,2,549
30,ELDEN RING NIGHTREIGN,36,546
31,Escape from Tarkov: Arena,4,541
32,Monster Hunter Wilds,76,540
33,DJs,5,536
34,Phantasy Star Online Ver. 2,1,499
35,Blue Protocol: Star Resonance,34,484
36,Dark and Darker,15,478
37,RV There Yet?,5,377
38,Rust,25,368
39,Shadowverse: Worlds Beyond,10,356
40,Raft,3,354
41,SILENT HILL ƒ,8,329
42,R.E.P.O.,20,324
43,Honkai: Star Rail,11,313
44,Pokémon Legends: Z-A,20,269
45,Bakery Cafe Simulator,1,261
46,Rhythm Doctor,2,260
47,A Dance of Fire and Ice,1,259
48,Japan Stigmatized Property,5,257
49,The Legend of Zelda: Breath of the Wild,1,236
50,Jinro Metropolis,4,230
