rank,name,streamers,viewers
1,Escape from Tarkov,7,10339
2,Street Fighter 6,4,4074
3,Just Chatting,6,3986
4,Apex Legends,10,3277
5,Pokémon Legends: Z-A,3,3172
6,ARC Raiders,6,2179
7,VALORANT,10,2003
8,League of Legends,4,1933
9,ASMR,5,1613
10,,3,984
11,Mamon King,3,713
12,Overwatch 2,4,693
13,Hearthstone,2,586
14,Teamfight Tactics,2,502
15,Dead by Daylight,4,494
16,Grand Theft Auto V,2,445
17,Detroit: Become Human,1,366
18,Black Desert,2,345
19,INAZUMA ELEVEN: Victory Road,1,247
20,Art,2,209
21,Palworld,1,200
22,Retro,2,188
23,FINAL FANTASY VIII Remastered,1,184
24,ARK: Survival Ascended,2,152
25,"Animals, Aquariums, and Zoos",1,152
26,Rust,1,108
27,EA Sports FC 26,1,105
28,Eternal Return,1,102
29,Marvel Rivals,1,93
30,PUBG: BATTLEGROUNDS,1,90
31,Cities: Skylines II,1,87
32,World of Tanks,1,76
33,Baby Steps,1,68
34,FINAL FANTASY XIV ONLINE,1,65
35,Zenless Zone Zero,1,64
