rank,name,streamers,viewers
1,Teamfight Tactics,14,4164
2,Agreeee,2,3801
3,League of Legends,51,1497
4,Escape from Tarkov,52,1351
5,Just Chatting,53,1177
6,VALORANT,82,1131
7,Street Fighter 6,35,808
8,Hearthstone,3,795
9,Apex Legends,109,781
10,ARC Raiders,49,588
11,Overwatch 2,37,567
12,ASMR,18,551
13,IRL,4,383
14,FINAL FANTASY XIV ONLINE,23,303
15,SUPER GHOULS'N GHOSTS,2,288
16,Art,23,275
17,Minecraft,15,274
18,Genshin Impact,28,271
19,Dead by Daylight,21,261
20,Dark and Darker,4,222
21,ELDEN RING NIGHTREIGN,13,200
22,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1,169
23,Path of Exile 2,15,155
24,"Animals, Aquariums, and Zoos",5,153
25,Games + Demos,9,148
26,Black Desert,2,136
27,Shadowverse: Worlds Beyond,4,134
28,Always On,3,134
29,Monster Hunter Wilds,12,130
30,RimWorld,4,98
31,OCTOPATH TRAVELER 0,8,84
32,Pokémon Legends: Z-A,9,75
33,FINAL FANTASY VIII Remastered,1,68
34,Fortnite,16,66
35,DayZ,2,50
36,TEKKEN 8,1,46
37,Where Winds Meet,4,45
38,Marvel Rivals,6,42
39,Eternal Return,4,42
40,Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,1,41
41,VRChat,2,37
42,Path of Exile,1,35
43,Retro,3,33
44,Dave the Diver,1,33
45,Stardew Valley,2,33
46,Assetto Corsa,1,32
47,Judgment,2,32
48,Tokimeki Memorial Girl's Side 4th Heart,1,29
49,Kemono Teatime,1,28
50,Cyberpunk 2077,1,28
