rank,name,streamers,viewers
1,Just Chatting,97,21376
2,Escape from Tarkov,138,11820
3,Street Fighter 6,31,10226
4,League of Legends,127,7110
5,ARC Raiders,89,4427
6,VALORANT,243,3587
7,Monster Hunter Wilds,317,3150
8,Games + Demos,19,3023
9,Apex Legends,326,2719
10,FINAL FANTASY XIV ONLINE,12,2706
11,Overwatch 2,118,2668
12,Eternal Return,8,1784
13,Hearthstone,5,930
14,Mario Kart World,4,869
15,Teamfight Tactics,36,745
16,Art,43,673
17,Dead by Daylight,65,643
18,IRL,5,508
19,Path of Exile 2,30,487
20,Tom Clancy's Rainbow Six Siege X,16,388
21,ELDEN RING NIGHTREIGN,34,323
22,World of Tanks,6,287
23,Shadowverse: Worlds Beyond,6,285
24,Black Desert,7,279
25,Alchemy Factory,10,276
26,Genshin Impact,30,272
27,ASMR,15,260
28,7 Days to Die,9,234
29,SILENT HILL ƒ,3,225
30,Retro,14,223
31,Minecraft,39,190
32,Music,8,170
33,Marvel Rivals,14,165
34,Super Mario 64,1,144
35,Backpack Battles,2,144
36,"Animals, Aquariums, and Zoos",6,139
37,Resident Evil 4,4,138
38,Fortnite,33,135
39,Where Winds Meet,7,125
40,Terminator 2D: NO FATE,1,119
41,Dark and Darker,4,109
42,Delta Force,13,106
43,Mahjong Soul,13,100
44,Splatoon 3,12,96
45,Hunt: Showdown 1896,1,94
46,Tingus Goose,1,92
47,OCTOPATH TRAVELER 0,9,91
48,Strinova,8,87
49,Hogwarts Legacy,20,87
50,Jinro Metropolis,2,85
