rank,name,streamers,viewers
1,Apex Legends,295,3165
2,Teamfight Tactics,19,3063
3,Persona 5 Royal,2,2689
4,VALORANT,189,2523
5,Just Chatting,85,2512
6,League of Legends,84,2460
7,Escape from Tarkov,119,1853
8,PGA TOUR 2K25,1,1294
9,Overwatch 2,62,913
10,FINAL FANTASY XIV ONLINE,52,788
11,Street Fighter 6,74,759
12,ARC Raiders,81,733
13,Hearthstone,3,573
14,Dead by Daylight,65,547
15,Blue Protocol: Star Resonance,44,503
16,ASMR,16,457
17,Black Desert,19,444
18,Monster Hunter Wilds,68,440
19,Rust,14,429
20,Path of Exile 2,31,423
21,Retro,17,411
22,Dark and Darker,9,399
23,Bread & Fred,1,395
24,ELDEN RING NIGHTREIGN,29,355
25,Backpack Battles,3,264
26,Super Mario 64,1,257
27,Art,22,246
28,IRL,5,236
29,Animal Crossing: New Horizons,5,201
30,Jinro Metropolis,3,201
31,World of Tanks,6,186
32,Shadowverse: Worlds Beyond,13,180
33,Genshin Impact,22,180
34,"Animals, Aquariums, and Zoos",5,170
35,Fortnite,34,166
36,osu!,6,151
37,Always On,4,149
38,Diablo IV,3,145
39,Mahjong Soul,5,145
40,Dark Souls: Remastered,2,144
41,Stardew Valley,1,137
42,Dragon Quest I & II HD-2D Remake,8,135
43,Kusoge,1,132
44,Crab Champions,2,124
45,Honkai: Star Rail,9,122
46,Marvel Rivals,6,118
47,DARK SOULS III,3,115
48,The Legend of Zelda: The Wind Waker,1,112
49,Minecraft,32,106
50,Splatoon 3,16,101
