rank,name,streamers,viewers
1,Teamfight Tactics,21,4782
2,Escape from Tarkov,86,3646
3,PowerWash Simulator 2,3,3588
4,Street Fighter 6,48,2585
5,VALORANT,120,2252
6,MapleStory,1,2178
7,League of Legends,82,1752
8,Apex Legends,159,1396
9,ARC Raiders,72,1264
10,Just Chatting,71,1219
11,Overwatch 2,55,1106
12,Blue Protocol: Star Resonance,47,778
13,Mamon King,1,673
14,FINAL FANTASY XIV ONLINE,40,514
15,Art,24,374
16,Dead by Daylight,35,358
17,IRL,7,350
18,Dark and Darker,9,338
19,Monster Hunter Wilds,57,335
20,Black Desert,8,278
21,ASMR,17,272
22,Rust,7,240
23,Hearthstone,2,239
24,Retro,8,232
25,Mahjong Soul,11,222
26,Path of Exile 2,17,205
27,Genshin Impact,14,184
28,World of Tanks,3,182
29,"Animals, Aquariums, and Zoos",5,177
30,7 Days to Die,10,164
31,ELDEN RING NIGHTREIGN,25,150
32,Always On,4,149
33,Shadowverse: Worlds Beyond,7,145
34,Metaphor: ReFantazio,1,142
35,Ninja 外伝 II: The Dark Sword of Chaos,1,135
36,Wuthering Waves,5,127
37,Jinro Metropolis,1,122
38,Fortnite,23,122
39,Honkai: Star Rail,7,120
40,The Legend of Zelda: A Link Between Worlds,1,110
41,Little Nightmares III,1,106
42,R.E.P.O.,12,104
43,Marvel Rivals,9,103
44,Minecraft,23,100
45,Splatoon 3,14,98
46,Slay the Spire,1,93
47,Yakuza 0,1,92
48,"Momotaro Dentetsu: Showa, Heisei, Reiwa mo Teiban!",1,77
49,FINAL FANTASY X,1,75
50,METAL GEAR SOLID Δ: SNAKE EATER,1,74
