rank,name,streamers,viewers
1,Call of Duty: Black Ops 7,17,68272
2,Street Fighter 6,60,39592
3,VALORANT,217,12142
4,Just Chatting,162,11680
5,League of Legends,111,11161
6,Escape from Tarkov,93,10283
7,ARC Raiders,67,9241
8,Dead by Daylight,68,4884
9,Resident Evil Village,1,4816
10,Overwatch 2,134,4434
11,Apex Legends,319,4254
12,Art,35,3933
13,MIMESIS,26,2219
14,Snowbreak: Containment Zone,1,1797
15,DJs,11,1745
16,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,5,1637
17,Black Desert,13,1632
18,Teamfight Tactics,19,1458
19,FINAL FANTASY XIV ONLINE,78,1456
20,Gas Station Simulator,1,1410
21,SILENT HILL ƒ,15,1397
22,INAZUMA ELEVEN: Victory Road,7,1271
23,Grand Theft Auto V,43,1111
24,Hearthstone,4,1036
25,Music,16,997
26,ELDEN RING NIGHTREIGN,31,883
27,Five Hearts Under One Roof 2,1,879
28,Deviation Game,6,878
29,Shenmue III,1,781
30,Minecraft,62,768
31,Food & Drink,1,754
32,Eternal Return,13,733
33,VRChat,13,645
34,Monster Hunter Wilds,68,630
35,Blue Protocol: Star Resonance,33,597
36,Path of Exile 2,16,590
37,Amagami,9,555
38,RV There Yet?,10,525
39,Retro,13,525
40,EA Sports FC 26,5,518
41,Japan Stigmatized Property,17,495
42,Among Us,10,467
43,Ghost of Yōtei,1,456
44,Stardew Valley,5,411
45,Pokémon Legends: Z-A,23,400
46,Rust,15,359
47,Pawafuru Puroyakyu 2024-2025,1,351
48,Shadowverse: Worlds Beyond,8,350
49,R.E.P.O.,29,339
50,Mario Kart World,2,337
