rank,name,streamers,viewers
1,Mamon King,5,46121
2,VALORANT,9,13092
3,Just Chatting,10,10240
4,League of Legends,9,6487
5,Inazuma Eleven GO: Chrono Stones - Thunderflash,1,5147
6,Street Fighter 6,5,4851
7,Teamfight Tactics,6,4373
8,Escape from Tarkov,6,4280
9,Minecraft,1,4070
10,Overwatch 2,7,3051
11,Mahou Shoujo no Majo Saiban,1,1840
12,ARC Raiders,7,1825
13,,3,1212
14,Pokémon Legends: Z-A,2,1073
15,Zenless Zone Zero,1,651
16,Apex Legends,3,646
17,PUBG: Black Budget,2,619
18,Black Desert,2,493
19,World of Tanks,1,441
20,Kirby Air Riders,1,420
21,PowerWash Simulator,1,388
22, SEKIRO: SHADOWS DIE TWICE,1,362
23,ELDEN RING NIGHTREIGN,2,303
24,Arena Breakout: Infinite,1,230
25,Dark and Darker,1,207
26,Shadowverse: Worlds Beyond,1,187
27,PUBG: BATTLEGROUNDS,1,183
28,Dead by Daylight,1,179
29,Retro,1,172
30,"Animals, Aquariums, and Zoos",1,170
31,Among Us 3D: VR,1,149
32,Eternal Return,1,144
33,IRL,1,130
34,"Sugar,sugar,sugarcoat",1,124
35,VRChat,1,105
