rank,name,streamers,viewers
1,Street Fighter 6,73,38933
2,Just Chatting,100,33788
3,ARC Raiders,100,16742
4,VALORANT,215,11017
5,Dragon Quest Monsters: Terry no Wonderland SP,1,9361
6,Gran Turismo 7,5,5584
7,Overwatch 2,124,4608
8,League of Legends,101,4363
9,Teamfight Tactics,21,3629
10,Apex Legends,312,3278
11,My Card Is Better Than Your Card!,1,2408
12,Escape from Tarkov,138,2079
13,FINAL FANTASY XIV ONLINE,68,1205
14,Dead by Daylight,78,957
15,Retro,17,834
16,Blue Protocol: Star Resonance,64,797
17,Monster Hunter Wilds,85,711
18,Path of Exile 2,24,646
19,Black Desert,13,625
20,Special Events,5,613
21,Alchemy Factory,9,561
22,ELDEN RING NIGHTREIGN,50,425
23,Dark and Darker,7,363
24,Music,7,334
25,Art,27,322
26,ASMR,6,310
27,Minecraft,45,307
28,IRL,4,305
29,Hearthstone,3,280
30,Splatoon 3,30,278
31,DJs,5,273
32,Marvel Rivals,18,264
33,Shadowverse: Worlds Beyond,11,249
34,Animal Crossing: New Horizons,8,240
35,World of Tanks,8,240
36,Kirby Air Riders,10,227
37,Tom Clancy's The Division 2,10,221
38,Fortnite,24,219
39,Genshin Impact,25,217
40,ARK: Survival Ascended,19,216
41,Japan Stigmatized Property 2,3,210
42,Eternal Return,11,201
43,Rust,15,199
44,Grand Theft Auto V,16,184
45,VRChat,7,168
46,"Animals, Aquariums, and Zoos",3,167
47,Call of Duty: Black Ops 7,11,164
48,Honkai: Star Rail,12,159
49,The Legend of Zelda: The Wind Waker,2,148
50,R.E.P.O.,23,144
