rank,name,streamers,viewers
1,League of Legends,67,58408
2,Escape from Tarkov,118,11355
3,ARC Raiders,99,3969
4,Street Fighter 6,43,2857
5,Apex Legends,275,2305
6,Overwatch 2,86,2129
7,VALORANT,187,1994
8,Just Chatting,84,1710
9,Teamfight Tactics,20,1142
10,Stardew Valley,4,733
11,Fire Emblem: Three Houses,1,704
12,FINAL FANTASY XIV ONLINE,39,618
13,Hearthstone,5,589
14,Art,35,544
15,Blue Protocol: Star Resonance,29,407
16,Shadowverse: Worlds Beyond,12,388
17,Dead by Daylight,42,361
18,IRL,5,355
19,ELDEN RING NIGHTREIGN,39,354
20,Black Desert,8,336
21,Monster Hunter Wilds,56,251
22,Path of Exile 2,15,247
23,Dark and Darker,4,246
24,Jinro Metropolis,4,240
25,Raft,2,232
26,7 Days to Die,12,231
27,World of Tanks,6,228
28,Retro,5,214
29,Minecraft,36,180
30,ASMR,16,179
31,Music,8,162
32,Fortnite,27,157
33,Always On,4,155
34,"Animals, Aquariums, and Zoos",4,146
35,Genshin Impact,19,144
36,The Legend of Zelda: A Link Between Worlds,1,128
37,Super Smash Bros. Ultimate,6,128
38,Hollow Knight,2,126
39,Ninja 外伝 II: The Dark Sword of Chaos,1,123
40,Rust,10,116
41,Dragon Quest Builders 2,3,110
42,Detroit: Become Human,1,110
43,Cloverpit,3,109
44,2XKO,3,105
45,The Legend of Zelda: The Wind Waker,1,104
46,Honkai: Star Rail,4,95
47,Phoenix Wright: Ace Attorney - Dual Destinies,1,88
48,Yakuza 0,1,82
49,Splatoon 3,17,81
50,INAZUMA ELEVEN: Victory Road,13,79
