rank,name,streamers,viewers
1,Call of Duty: Black Ops 7,15,59845
2,Street Fighter 6,83,45265
3,VALORANT,210,12661
4,Just Chatting,151,12050
5,Escape from Tarkov,105,11328
6,League of Legends,135,9998
7,Apex Legends,379,5050
8,Resident Evil Village,1,5017
9,Cursed Companions,6,4908
10,Dead by Daylight,65,4574
11,Overwatch 2,109,4012
12,ARC Raiders,51,3386
13,MIMESIS,25,2088
14,Food & Drink,4,1849
15,Snowbreak: Containment Zone,1,1613
16,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,5,1601
17,Deviation Game,11,1592
18,Teamfight Tactics,20,1505
19,Black Desert,11,1421
20,DJs,6,1393
21,SILENT HILL ƒ,11,1255
22,Hearthstone,5,1171
23,FINAL FANTASY XIV ONLINE,58,1053
24,INAZUMA ELEVEN: Victory Road,10,1037
25,Blue Protocol: Star Resonance,40,971
26,ELDEN RING NIGHTREIGN,29,812
27,ASMR,9,783
28,Shenmue III,1,770
29,Five Hearts Under One Roof 2,1,750
30,Amagami,12,741
31,Monster Hunter Wilds,76,711
32,Grand Theft Auto V,41,687
33,Eternal Return,11,647
34,Retro,13,628
35,Minecraft,52,595
36,Genshin Impact,23,593
37,Path of Exile 2,21,560
38,Music,21,533
39,Art,24,529
40,Shadowverse: Worlds Beyond,6,429
41,Tom Clancy's Rainbow Six Siege X,26,424
42,Ghost of Yōtei,3,412
43,EA Sports FC 26,3,379
44,Stardew Valley,3,370
45,Rust,17,367
46,Resident Evil 2,1,329
47,Pawafuru Puroyakyu 2024-2025,1,318
48,R.E.P.O.,26,303
49,World of Tanks,10,295
50,ARK: Survival Ascended,16,278
