rank,name,streamers,viewers
1,Just Chatting,115,30604
2,League of Legends,112,12831
3,Street Fighter 6,77,11778
4,Escape from Tarkov,154,11394
5,Dragon Quest Monsters: Terry no Wonderland SP,1,10885
6,Path of Exile 2,34,5664
7,VALORANT,226,3290
8,Alchemy Factory,5,3205
9,Mamon King,8,2690
10,Apex Legends,345,2630
11,Retro,13,2580
12,PUBG: Black Budget,4,2037
13,Overwatch 2,115,1713
14,ARC Raiders,93,1680
15,Dead by Daylight,81,1671
16,FINAL FANTASY XIV ONLINE,60,1010
17,Teamfight Tactics,26,932
18,Agreeee,6,738
19,ASMR,9,711
20,Black Desert,11,643
21,Hatsune Miku - The Planet Of Wonder And Fragments Of Wishes,1,641
22,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,2,613
23,Minecraft,36,601
24,Dragon Quest III: The Seeds of Salvation,3,440
25,Splatoon 3,38,439
26,Dark and Darker,5,400
27,Pokémon Legends: Z-A,36,385
28,Art,32,377
29,Eternal Return,8,364
30,ELDEN RING NIGHTREIGN,41,339
31,Hearthstone,3,307
32,Rust,17,265
33,I'm on Observation Duty 8,1,245
34,Genshin Impact,33,244
35,One Piece Card Game,1,241
36,Marvel Rivals,17,240
37,Battlefield 6,19,239
38,INAZUMA ELEVEN: Victory Road,17,232
39,PowerWash Simulator,2,232
40,Pawafuru Puroyakyu 2024-2025,1,230
41,Delta Force,11,222
42,DJs,1,220
43,Monster Hunter Wilds,36,218
44,Grand Theft Auto V,28,217
45,Where Winds Meet,15,214
46,Shadowverse: Worlds Beyond,9,212
47,Persona 5 Royal,3,211
48,R.E.P.O.,23,210
49,World of Tanks,8,208
50,Fortnite,33,187
