rank,name,streamers,viewers
1,Mamon King,3,45630
2,Escape from Tarkov,4,9976
3,Street Fighter 6,4,7173
4,Just Chatting,10,5064
5,ARC Raiders,9,4996
6,Apex Legends,7,4373
7,League of Legends,9,3586
8,Rocket League,4,3400
9,Pokémon Legends: Z-A,2,2949
10,VALORANT,6,2759
11,Teamfight Tactics,3,1747
12,ASMR,2,1547
13,ELDEN RING NIGHTREIGN,1,1508
14,Overwatch 2,5,1050
15,DJs,1,959
16,,3,775
17,Factorio,1,641
18,Hearthstone,1,587
19,ARK: Survival Ascended,2,580
20,Dead by Daylight,3,396
21,Grand Theft Auto V,1,380
22,PowerWash Simulator 2,2,349
23,Heavy Rain,1,343
24,Detroit: Become Human,1,298
25,Black Desert,1,240
26,Return of the Obra Dinn,1,200
27,Shadowverse: Worlds Beyond,1,193
28,Super Smash Bros. Ultimate,1,184
29,"Yes, My Queen",1,168
30,EA Sports FC 26,1,168
31,Jinro Metropolis,1,131
32,Marvel Rivals,1,125
33,Rust,1,125
34,Metal Gear Solid 2: Sons of Liberty,1,124
35,Art,1,123
36,INAZUMA ELEVEN: Victory Road,1,117
