rank,name,streamers,viewers
1,MIMESIS,17,58118
2,Street Fighter 6,88,27837
3,Cloverpit,1,14537
4,Escape from Tarkov,84,14259
5,Just Chatting,158,9985
6,ARC Raiders,75,9592
7,League of Legends,111,8744
8,Apex Legends,360,8281
9,Mamon King,10,7647
10,Teamfight Tactics,19,7287
11,Inazuma Eleven GO: Chrono Stones - Thunderflash,1,6944
12,VALORANT,219,5733
13,Eternal Return,14,5505
14,Overwatch 2,118,4080
15,Retro,20,2746
16,Rhythm Doctor,3,2644
17,Dead by Daylight,77,1985
18,Riichi City,2,1505
19,Minecraft,46,1453
20,PUBG: BATTLEGROUNDS,54,1327
21,Clair Obscur: Expedition 33,3,1170
22,ELDEN RING NIGHTREIGN,39,1097
23,FINAL FANTASY XIV ONLINE,57,1005
24,Black Desert,16,935
25,Path of Exile 2,19,924
26,Pokémon Legends: Z-A,39,848
27,ARK: Survival Ascended,10,834
28,Grand Theft Auto V,51,731
29,Art,30,726
30,Hogwarts Legacy,7,696
31,ZAKO NO AHIRU,1,653
32,Dragon Quest III: The Seeds of Salvation,1,467
33,Hearthstone,7,451
34,Stardew Valley,2,447
35,Rust,17,442
36,7 Days to Die,5,375
37,Special Events,6,350
38,Agreeee,9,340
39,Genshin Impact,20,309
40,Splatoon 3,37,298
41,Monster Hunter Wilds,32,290
42,Marvel Rivals,18,281
43,Danganronpa: Trigger Happy Havoc,3,271
44,World of Tanks,6,268
45,Wuthering Waves,16,240
46,Fortnite,25,226
47,osu!,5,226
48,Mecha BREAK,11,216
49,Jinro Metropolis,5,206
50,Persona 5 Royal,3,204
