rank,name,streamers,viewers
1,Mamon King,17,8360
2,Just Chatting,102,6547
3,Escape from Tarkov,144,3068
4,League of Legends,84,2961
5,VALORANT,212,2394
6,Apex Legends,276,2114
7,Overwatch 2,87,2065
8,Path of Exile 2,80,1698
9,ARC Raiders,82,1614
10,Dead by Daylight,56,752
11,Street Fighter 6,60,749
12,Kemono Teatime,1,661
13,Factorio,2,530
14,Teamfight Tactics,27,478
15,FINAL FANTASY XIV ONLINE,32,438
16,Black Desert,21,386
17,Art,21,352
18,Eternal Return,6,340
19,FINAL FANTASY TACTICS - The Ivalice Chronicles,2,293
20,Splatoon 3,50,291
21,Genshin Impact,32,289
22,Pokémon Legends: Z-A,41,279
23,Retro,9,263
24,Digital Devil Story: Megami Tensei II,1,246
25,Shadowverse: Worlds Beyond,10,238
26,Hearthstone,4,237
27,Rust,11,225
28,Monster Hunter Wilds,33,214
29,PUBG: Black Budget,2,213
30,World of Tanks,9,211
31,ELDEN RING NIGHTREIGN,42,197
32,Super Smash Bros. Ultimate,2,179
33,ASMR,15,171
34,Mahjong Soul,5,170
35,IRL,4,160
36,Dragon Quest I & II HD-2D Remake,5,146
37,"Animals, Aquariums, and Zoos",6,143
38,"Warhammer 40,000: Darktide",1,142
39,Always On,4,138
40,ARK: Survival Ascended,6,137
41,Crab Champions,2,127
42,Fortnite,29,126
43,Diablo IV,6,126
44,7 Days to Die,13,119
45,Zenless Zone Zero,10,118
46,Minecraft,32,110
47,Elin,4,110
48,OCTOPATH TRAVELER 0,17,102
49,Dark and Darker,7,97
50,VRChat,8,97
