rank,name,streamers,viewers
1,Escape from Tarkov,103,9021
2,Just Chatting,92,6506
3,Dragon Quest I & II HD-2D Remake,5,2991
4,League of Legends,77,2580
5,Apex Legends,185,2539
6,Street Fighter 6,48,2115
7,R.E.P.O.,18,2071
8,ARC Raiders,75,1780
9,Overwatch 2,66,1604
10,VALORANT,172,1390
11,Grand Theft Auto V,46,774
12,Teamfight Tactics,18,697
13,OCTOPATH TRAVELER 0,5,547
14,Honkai: Star Rail,6,514
15,ASMR,18,511
16,Dead by Daylight,29,495
17,ELDEN RING NIGHTREIGN,33,478
18,FINAL FANTASY XIV ONLINE,25,471
19,Blue Protocol: Star Resonance,34,442
20,ICARUS,1,435
21,Ghost of Yōtei,3,387
22,Raft,3,370
23,EA Sports FC 26,4,366
24,Black Desert,9,318
25,Monster Hunter Wilds,49,269
26,ARK: Survival Ascended,10,245
27,Art,18,207
28,UNDERTALE,1,202
29,Dark and Darker,5,183
30,Retro,5,171
31,Path of Exile 2,17,171
32,Amagami,1,170
33,Pokémon Legends: Z-A,13,164
34,Minecraft,32,163
35,Monster Hunter Generations Ultimate,1,153
36,"Animals, Aquariums, and Zoos",3,141
37,Wuthering Waves,10,126
38,Zenless Zone Zero,7,123
39,Party Animals,1,120
40,FINAL FANTASY VIII Remastered,1,120
41,INAZUMA ELEVEN: Victory Road,16,118
42,The Legend of Zelda: The Wind Waker,2,116
43,Shadowverse: Worlds Beyond,11,114
44,World of Tanks,5,102
45,BOKURA: planet,2,99
46,Persona 4 Golden,1,97
47,IRL,3,95
48,Dark Souls: Remastered,1,94
49,Until Dawn,2,94
50,DRAGON QUEST XI S: Echoes of an Elusive Age,2,92
