rank,name,streamers,viewers
1,League of Legends,56,50898
2,Escape from Tarkov,94,10533
3,ARC Raiders,86,4251
4,Just Chatting,59,1966
5,VALORANT,153,1933
6,Overwatch 2,67,1747
7,Apex Legends,189,1024
8,Street Fighter 6,43,963
9,Teamfight Tactics,14,953
10,Alchemy Factory,5,675
11,Fire Emblem: Three Houses,1,478
12,FINAL FANTASY XIV ONLINE,32,457
13,Dead by Daylight,42,445
14,Hearthstone,3,436
15,Blue Protocol: Star Resonance,23,327
16,Art,28,323
17,Monster Hunter Wilds,44,284
18,Shadowverse: Worlds Beyond,10,268
19,Retro,7,265
20,ASMR,16,243
21,The Conveni 2 - Zenkoku Chain Tenkaida!,2,236
22,Raft,3,224
23,Black Desert,7,195
24,Dark and Darker,3,194
25,ELDEN RING NIGHTREIGN,23,180
26,IRL,5,176
27,World of Tanks,4,168
28,Mahjong Soul,2,153
29,Backpack Battles,2,153
30,Genshin Impact,22,149
31,Path of Exile 2,14,145
32,7 Days to Die,7,131
33,"Animals, Aquariums, and Zoos",3,126
34,FINAL FANTASY X,1,126
35,Fortnite,23,120
36,Hollow Knight,2,118
37,The Legend of Zelda: The Wind Waker,1,114
38,Jinro Metropolis,1,111
39,The Legend of Zelda: A Link Between Worlds,1,110
40,STORY OF SEASONS: Grand Bazaar,2,104
41,Albion Online,2,101
42,Always On,3,101
43,Ninja 外伝 II: The Dark Sword of Chaos,1,100
44,Honkai: Star Rail,6,94
45,Dragon Quest Builders 2,2,93
46,ARK: Survival Ascended,3,87
47,Rust,7,84
48,Dragon Quest III: The Seeds of Salvation,1,76
49,Minecraft,19,75
50,Yakuza 0,2,74
