rank,name,streamers,viewers
1,Just Chatting,127,25001
2,VALORANT,237,14051
3,Dragon Quest Monsters: Terry no Wonderland SP,1,13360
4,Escape from Tarkov,134,11237
5,Street Fighter 6,100,10542
6,League of Legends,102,8227
7,ARC Raiders,90,6382
8,Overwatch 2,124,3291
9,Teamfight Tactics,18,2939
10,Apex Legends,284,2922
11,ARK: Survival Ascended,19,2047
12,Grand Theft Auto V,52,1904
13,MapleStory,3,1889
14,Granblue Fantasy,1,1735
15,Minecraft,43,1629
16,Mamon King,11,1549
17,Path of Exile 2,44,1507
18,Dead by Daylight,96,1400
19,FINAL FANTASY XIV ONLINE,65,1211
20,Amagami,2,1163
21,Hogwarts Legacy,14,902
22,Resident Evil Zero,1,863
23,Art,30,784
24,Retro,13,641
25,Black Desert,7,631
26,ELDEN RING NIGHTREIGN,38,549
27,Shadowverse: Worlds Beyond,11,524
28,Kirby Air Riders,4,495
29,Dragon Quest I & II HD-2D Remake,7,468
30,Vampire Rain,1,463
31,Pokémon Legends: Z-A,32,450
32,Pawafuru Puroyakyu 2024-2025,3,377
33,Jinro Metropolis,4,376
34,Super Smash Bros. Ultimate,9,371
35,World of Tanks,16,361
36,Rhythm Doctor,3,339
37,Super Mario 64,8,339
38,Monster Hunter Wilds,40,337
39,"Animals, Aquariums, and Zoos",5,308
40,Marvel Rivals,20,290
41,Genshin Impact,22,283
42,MIMESIS,13,283
43,Eternal Return,11,217
44,Magic: The Gathering,8,207
45, SEKIRO: SHADOWS DIE TWICE,5,205
46,Tom Clancy's Rainbow Six Siege X,19,195
47,Hearthstone,3,194
48,IRL,1,189
49,Jurassic World Evolution 3,1,182
50,"Warhammer 40,000: Darktide",1,182
