rank,name,streamers,viewers
1,ARC Raiders,66,3209
2,PowerWash Simulator 2,2,3190
3,League of Legends,74,2854
4,Apex Legends,182,2054
5,Escape from Tarkov,81,2051
6,Just Chatting,69,1576
7,VALORANT,127,1453
8,Teamfight Tactics,29,1227
9,Street Fighter 6,45,1142
10,Super Mario Bros.: The Lost Levels,1,921
11,Blue Protocol: Star Resonance,40,841
12,Overwatch 2,65,786
13,Shadowverse: Worlds Beyond,6,656
14,ASMR,17,603
15,ELDEN RING NIGHTREIGN,34,579
16,FINAL FANTASY XIV ONLINE,43,545
17,Dead by Daylight,59,532
18,Path of Exile 2,22,448
19,Monster Hunter Wilds,50,360
20,IRL,6,322
21,Art,22,265
22,7 Days to Die,11,226
23,Honkai: Star Rail,14,196
24,Alien: Isolation,1,170
25,"Animals, Aquariums, and Zoos",4,149
26,Retro,6,148
27,Dark and Darker,3,130
28,OCTOPATH TRAVELER 0,2,130
29,The Legend of Zelda: A Link Between Worlds,1,115
30,Marvel Rivals,15,104
31,MapleStory,3,101
32,Hearthstone,3,100
33,Genshin Impact,13,98
34,Always On,3,96
35,Fortnite,23,95
36,Splatoon 3,11,89
37,Eternal Return,6,89
38,Super Smash Bros. Ultimate,1,80
39,Ōkami HD,1,78
40,Pokémon Legends: Z-A,14,78
41,Zenless Zone Zero,3,76
42,RimWorld,5,75
43,Beautiful Katamari,1,71
44,Tom Clancy's The Division 2,9,67
45,Linda³ Kanzenban,1,67
46,Suika Game,2,62
47,Duet Night Abyss,4,62
48,Animal Crossing: City Folk,1,61
49,Rust,9,57
50,VRChat,6,54
