rank,name,streamers,viewers
1,Yakuza Kiwami 2,1,37623
2,League of Legends,141,28633
3,Street Fighter 6,101,16653
4,VALORANT,257,13441
5,Just Chatting,153,11075
6,Dragon Quest Monsters: Terry no Wonderland SP,1,8529
7,Mamon King,4,6753
8,Overwatch 2,119,6362
9,ARC Raiders,63,6134
10,Apex Legends,245,4495
11,Inazuma Eleven GO: Chrono Stones - Thunderflash,1,4152
12,Escape from Tarkov,110,3240
13,ELDEN RING NIGHTREIGN,42,2976
14,Minecraft,47,2878
15,Grand Theft Auto V,31,2086
16,Black Desert,16,1732
17,Teamfight Tactics,23,1588
18,MapleStory,7,1568
19,Blue Protocol: Star Resonance,59,1444
20,Dead by Daylight,78,1424
21,PAYDAY 3,4,1375
22,FINAL FANTASY XIV ONLINE,92,1318
23,Special Events,4,1292
24,Amagami,1,995
25,Path of Exile 2,16,954
26,Hogwarts Legacy,9,952
27,Monster Hunter Wilds,71,946
28,Platform 6 Online,2,927
29,Agreeee,7,920
30,ASMR,5,832
31,Resident Evil Zero,1,747
32,Retro,15,697
33,Splatoon 3,23,589
34,Art,30,578
35,Gloomy Eyes,1,573
36,Battlefield 6,6,535
37,Delta Force,10,515
38,Animal Crossing: New Horizons,10,437
39,R.E.P.O.,29,429
40,Pokémon Legends: Z-A,24,339
41,Dark and Darker,8,330
42,Hearthstone,4,330
43,Little Nightmares,1,325
44,Super Smash Bros. Ultimate,7,323
45,Pomegranate Housing Complex,4,318
46,MIMESIS,17,317
47,Tom Clancy's The Division 2,6,315
48,World of Tanks,14,301
49,Genshin Impact,18,298
50,Shadowverse: Worlds Beyond,6,271
