rank,name,streamers,viewers
1,Escape from Tarkov,101,16155
2,Mamon King,1,3687
3,ELDEN RING NIGHTREIGN,23,2385
4,VALORANT,118,2240
5,Jinro Metropolis,2,2081
6,ARC Raiders,52,1909
7,Just Chatting,60,1461
8,League of Legends,62,1367
9,Apex Legends,158,976
10,Hearthstone,1,800
11,ASMR,16,720
12,Overwatch 2,35,668
13,Street Fighter 6,23,605
14,Art,21,494
15,Teamfight Tactics,12,474
16,ICARUS,1,452
17,Blue Protocol: Star Resonance,22,423
18,FINAL FANTASY XIV ONLINE,23,394
19,Black Desert,8,363
20,Retro,4,295
21,Dark and Darker,4,241
22,Dead by Daylight,33,240
23,Marvel Rivals,7,227
24,Detroit: Become Human,2,225
25,Always On,4,213
26,Monster Hunter Wilds,37,173
27,Path of Exile 2,17,151
28,Genshin Impact,23,148
29,Eternal Return,2,144
30,Linda³ Again,1,130
31,Dark Souls: Remastered,2,127
32,FINAL FANTASY VIII Remastered,1,125
33,World of Tanks,2,121
34,ARK: Survival Ascended,7,117
35,Call of Duty: Black Ops 7,6,116
36,EA Sports FC 26,4,115
37,"Animals, Aquariums, and Zoos",4,101
38,Minecraft,20,99
39,SILENT HILL ƒ,3,89
40,Spell Tonaeru,1,86
41,Dragon Quest I & II HD-2D Remake,2,65
42,VEIN,1,61
43,Crime Simulator,1,57
44,Mahjong Soul,2,56
45,PokéPark 2: Wonders Beyond,1,52
46, SEKIRO: SHADOWS DIE TWICE,1,51
47,Wuthering Waves,7,49
48,R.E.P.O.,7,43
49,Paper Mario: The Thousand-Year Door,1,43
50,Music,2,42
