rank,name,streamers,viewers
1,Shadowverse: Worlds Beyond,39,47997
2,Street Fighter 6,84,26493
3,Minecraft,48,20710
4,VALORANT,247,16899
5,League of Legends,225,13570
6,Teamfight Tactics,18,9881
7,Just Chatting,156,5144
8,Dead by Daylight,57,4681
9,Apex Legends,318,3954
10,Overwatch 2,99,3420
11,ELDEN RING NIGHTREIGN,40,3369
12,Black Desert,15,2239
13,Path of Exile 2,26,2218
14,ARC Raiders,54,1813
15,SILENT HILL ƒ,11,1431
16,Escape from Tarkov,86,1388
17,FINAL FANTASY VIII Remastered,2,1372
18,Pokémon Legends: Z-A,36,1236
19,Mega Man 2,1,1226
20,FINAL FANTASY XIV ONLINE,69,1195
21,Hogwarts Legacy,12,1048
22,Resident Evil Zero,1,854
23,PUBG: BATTLEGROUNDS,27,837
24,Genshin Impact,23,662
25,Dispatch,1,556
26,7 Days to Die,12,540
27,Special Events,8,528
28,Kirby Air Riders,5,504
29,Super Smash Bros. Ultimate,7,488
30, SEKIRO: SHADOWS DIE TWICE,7,481
31,Lightyear Frontier,1,472
32,Art,30,464
33,Grand Theft Auto V,38,464
34,Dragon Quest III: The Seeds of Salvation,3,456
35,Rust,22,442
36,Tom Clancy's Rainbow Six Siege X,24,425
37,Splatoon 3,38,405
38,Retro,13,391
39,Clock Tower II: The Struggle Within,1,374
40,DJs,4,345
41,Hearthstone,4,310
42,Mahjong Soul,7,308
43,Marvel Rivals,22,294
44,VRChat,16,278
45,Monster Hunter Wilds,33,269
46,World of Tanks,8,268
47,Music,16,257
48,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,4,242
49,Dark and Darker,7,231
50,Fortnite,23,229
