rank,name,streamers,viewers
1,Just Chatting,55,4474
2,League of Legends,55,2620
3,ARC Raiders,36,2501
4,Escape from Tarkov,80,1703
5,Apex Legends,150,1691
6,VALORANT,129,1527
7,Clair Obscur: Expedition 33,3,1095
8,Street Fighter 6,29,1054
9,Teamfight Tactics,22,656
10,Overwatch 2,42,644
11,ASMR,16,637
12,Shadowverse: Worlds Beyond,3,510
13,FINAL FANTASY XIV ONLINE,32,422
14,Dead by Daylight,36,421
15,Path of Exile 2,20,354
16,Monster Hunter Wilds,46,322
17,Crypt of the NecroDancer,1,301
18,Art,18,234
19,ELDEN RING NIGHTREIGN,16,204
20,7 Days to Die,9,194
21,Honkai: Star Rail,16,181
22,Mouthwashing,1,173
23,IRL,4,171
24,"Animals, Aquariums, and Zoos",5,169
25,Always On,4,153
26,Fortnite,19,118
27,Retro,6,117
28,Splatoon 3,17,116
29,Tingus Goose,1,105
30,Genshin Impact,10,95
31,Dark and Darker,3,90
32,Ōkami HD,1,87
33,Zenless Zone Zero,2,81
34,Super Mario World,1,78
35,Hearthstone,1,75
36,OCTOPATH TRAVELER 0,5,71
37,Duet Night Abyss,4,66
38,RimWorld,4,64
39,R.E.P.O.,7,62
40,Beautiful Katamari,1,61
41,Pokémon Legends: Z-A,11,59
42,Fallout 76,1,49
43,Marvel Rivals,7,46
44,DayZ,2,46
45,VRChat,5,45
46,The Legend of Zelda: Twilight Princess,1,45
47,MapleStory,2,44
48,PUBG: BATTLEGROUNDS,6,41
49,Linda³ Kanzenban,1,41
50,Rust,5,40
