rank,name,streamers,viewers
1,Escape from Tarkov,83,9359
2,Dragon Quest I & II HD-2D Remake,4,3034
3,Street Fighter 6,37,2099
4,ARC Raiders,42,1628
5,Just Chatting,50,1108
6,League of Legends,43,1094
7,Apex Legends,106,951
8,VALORANT,86,937
9,Blue Protocol: Star Resonance,31,845
10,OCTOPATH TRAVELER 0,3,715
11,Overwatch 2,37,583
12,ELDEN RING NIGHTREIGN,22,529
13,Dead by Daylight,15,448
14,Ghost of Yōtei,1,395
15,Raft,2,358
16,ASMR,16,347
17,EA Sports FC 26,3,298
18,Art,19,257
19, SEKIRO: SHADOWS DIE TWICE,1,241
20,FINAL FANTASY XIV ONLINE,12,202
21,Always On,5,197
22,FINAL FANTASY VIII Remastered,1,185
23,IRL,3,173
24,Shadowverse: Worlds Beyond,7,171
25,Grand Theft Auto V,22,161
26,Black Desert,1,161
27,Monster Hunter Wilds,21,156
28,Dark and Darker,4,151
29,Path of Exile 2,11,140
30,"Animals, Aquariums, and Zoos",3,123
31,ARK: Survival Ascended,4,122
32,INAZUMA ELEVEN: Victory Road,7,106
33,Teamfight Tactics,11,105
34,Wuthering Waves,4,101
35,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1,98
36,The Legend of Zelda: The Wind Waker,1,93
37,Until Dawn,1,93
38,Persona 4 Golden,1,92
39,Steam,1,83
40,Minecraft,15,80
41,Zenless Zone Zero,2,61
42,Mario Kart World,2,60
43,Baby Steps,2,56
44,R.E.P.O.,7,56
45,Genshin Impact,16,52
46,Honkai: Star Rail,6,52
47,Rust,9,47
48,Palworld,3,43
49,Super Mario Sunshine,1,43
50,Strinova,4,41
