rank,name,streamers,viewers
1,League of Legends,124,21830
2,VALORANT,256,14168
3,Just Chatting,112,12903
4,Dragon Quest Monsters: Terry no Wonderland SP,1,10370
5,Street Fighter 6,90,9882
6,ARC Raiders,93,6730
7,Mamon King,14,5935
8,Escape from Tarkov,167,3678
9,My Card Is Better Than Your Card!,1,2597
10,Grand Theft Auto V,39,2541
11,Apex Legends,275,1968
12,Overwatch 2,128,1737
13,Teamfight Tactics,22,1164
14,Path of Exile 2,41,1012
15,Art,43,788
16,Dead by Daylight,75,765
17,ARK: Survival Ascended,15,577
18,FINAL FANTASY XIV ONLINE,49,542
19,7 Days to Die,16,508
20,Pokémon Legends: Z-A,30,476
21,Minecraft,41,474
22,ELDEN RING NIGHTREIGN,37,457
23,Shadowverse: Worlds Beyond,14,401
24,IRL,4,382
25,Black Desert,8,378
26,Retro,9,377
27,Vampire Rain,1,361
28,Fortnite,46,275
29,Jinro Metropolis,1,274
30,Monster Hunter Wilds,32,259
31,Genshin Impact,40,255
32,World of Tanks,10,241
33,ASMR,13,200
34,INAZUMA ELEVEN: Victory Road,13,182
35,MIMESIS,6,159
36,Delta Force,16,157
37,"Warhammer 40,000: Darktide",1,153
38,Always On,4,148
39,Super Mario 64,3,142
40,Yakuza 0,3,141
41,"Animals, Aquariums, and Zoos",4,140
42,ELDEN RING,3,126
43,Music,13,124
44,Splatoon 3,16,109
45,SnowRunner,1,102
46,Super Smash Bros. Ultimate,5,101
47,Animal Crossing: New Horizons,11,100
48,MapleStory,4,95
49,The Legend of Zelda: Breath of the Wild,1,92
50,Hogwarts Legacy,17,91
