rank,name,streamers,viewers
1,VALORANT,246,20075
2,Escape from Tarkov,133,16911
3,League of Legends,118,15618
4,Just Chatting,169,13767
5,Ells Tales: Chairbound,1,12397
6,Apex Legends,234,6690
7,Street Fighter 6,85,5939
8,ARC Raiders,84,4776
9,Mamon King,2,4329
10,Overwatch 2,102,3838
11,DON'T SCREAM TOGETHER,6,3301
12,Dragon Quest I & II HD-2D Remake,10,2759
13,Blue Protocol: Star Resonance,34,2538
14,Satisfactory,6,2039
15,SILENT HILL ƒ,7,1724
16,Monster Hunter Wilds,64,1585
17,FINAL FANTASY XIV ONLINE,91,1512
18,Black Desert,11,1382
19,Cursed Companions,8,1263
20,Teamfight Tactics,14,1247
21,Dead by Daylight,73,1209
22,Pokémon Legends: Z-A,23,1183
23,Dark and Darker,14,1032
24,ELDEN RING NIGHTREIGN,37,955
25,Eternal Return,15,930
26,Sonic Racing: CrossWorlds,2,928
27,Doraemon: Nobita to Fukkatsu no Hoshi,1,827
28,Retro,11,823
29,Art,31,813
30,Hearthstone,3,778
31,Agreeee,1,757
32,7 Days to Die,8,677
33,Grand Theft Auto V,39,647
34,Shadowverse: Worlds Beyond,13,577
35,Minecraft,41,552
36,Rust,15,482
37,Japan Stigmatized Property,5,477
38,Path of Exile 2,16,461
39,MIMESIS,23,434
40,2XKO,2,412
41,Genshin Impact,25,397
42,Super Smash Bros. Ultimate,12,395
43,HITMAN World of Assassination,1,394
44,Phasmophobia,21,362
45,Marvel Rivals,20,362
46,Delta Force,14,355
47,Tom Clancy's Rainbow Six Siege X,18,329
48,Jinro Metropolis,3,315
49,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,1,296
50,Magic: The Gathering,3,292
