rank,name,streamers,viewers
1,League of Legends,86,57149
2,Escape from Tarkov,159,12152
3,Microsoft Flight Simulator 2024,2,6833
4,Street Fighter 6,90,4460
5,VALORANT,264,4203
6,Overwatch 2,113,4019
7,ARC Raiders,125,3656
8,Apex Legends,351,2795
9,Just Chatting,93,1629
10,Agreeee,3,1471
11,Teamfight Tactics,29,1261
12,Art,44,874
13,Stardew Valley,5,861
14,Fire Emblem: Three Houses,2,770
15,Hearthstone,4,478
16,Dead by Daylight,51,465
17,Eternal Return,7,447
18,Shadowverse: Worlds Beyond,8,423
19,Blue Protocol: Star Resonance,29,416
20,FINAL FANTASY XIV ONLINE,39,403
21,ELDEN RING NIGHTREIGN,38,390
22,Dark and Darker,10,383
23,Black Desert,8,356
24,Monster Hunter Wilds,71,347
25,Path of Exile 2,26,339
26,Don't Starve Together,1,329
27,World of Tanks,7,297
28,Retro,11,286
29,7 Days to Die,18,264
30,Minecraft,46,229
31,ASMR,18,212
32,ARK: Survival Ascended,14,202
33,Music,9,193
34,Genshin Impact,21,182
35,IRL,3,166
36,Always On,4,159
37,"Animals, Aquariums, and Zoos",5,146
38,Dragon Quest Builders 2,3,120
39,Ninja 外伝 II: The Dark Sword of Chaos,1,120
40,Cloverpit,1,114
41,2XKO,3,108
42,The Legend of Zelda: The Wind Waker,1,107
43,Strinova,6,106
44,Diddy Kong Racing,1,93
45,Hunt: Showdown 1896,2,92
46,Escape from Duckov,8,91
47,Yakuza 0,3,90
48,Dragon Quest I & II HD-2D Remake,9,87
49,World of Warships,2,87
50,Fortnite,28,84
