rank,name,streamers,viewers
1,MIMESIS,23,46093
2,Street Fighter 6,74,22435
3,Escape from Tarkov,99,13956
4,VALORANT,237,13220
5,League of Legends,113,12220
6,Just Chatting,162,10815
7,ARC Raiders,83,10530
8,Call of Duty: Black Ops 7,5,10019
9,Dead by Daylight,82,4909
10,Resident Evil Village,1,4771
11,Overwatch 2,137,4531
12,Apex Legends,269,4053
13,Art,30,3725
14,DJs,9,1977
15,Gas Station Simulator,1,1695
16,Teamfight Tactics,22,1468
17,FINAL FANTASY XIV ONLINE,69,1462
18,SILENT HILL ƒ,13,1377
19,INAZUMA ELEVEN: Victory Road,13,1297
20,Grand Theft Auto V,53,1218
21,Black Desert,15,1206
22,Hearthstone,1,987
23,R.E.P.O.,33,876
24,ELDEN RING NIGHTREIGN,29,859
25,Five Hearts Under One Roof 2,1,829
26,7 Days to Die,18,821
27,Shenmue III,1,803
28,Persona 5 Royal,2,735
29,Minecraft,64,711
30,Gartic Phone,6,666
31,Monster Hunter Wilds,74,662
32,Eternal Return,8,661
33,VRChat,12,650
34,Music,22,619
35,Shadowverse: Worlds Beyond,10,558
36,EA Sports FC 26,6,549
37,Blue Protocol: Star Resonance,28,530
38,Path of Exile 2,15,520
39,Ghost of Yōtei,4,513
40,Kirby Air Riders,5,490
41,Japan Stigmatized Property,11,420
42,Mario Kart World,3,416
43,RV There Yet?,9,411
44,Amagami,4,377
45,Pokémon Legends: Z-A,22,365
46,ROUTINE,2,360
47,Dark and Darker,13,359
48,HATSUNE MIKU: COLORFUL STAGE!,1,340
49,Pawafuru Puroyakyu 2024-2025,1,320
50,ASMR,5,319
