rank,name,streamers,viewers
1,League of Legends,110,34013
2,Just Chatting,105,16404
3,Street Fighter 6,112,15380
4,VALORANT,246,14219
5,Rhythm Doctor,3,9253
6,Escape from Tarkov,162,5679
7,Minecraft,38,3924
8,ARC Raiders,93,3527
9,Music,18,2996
10,Apex Legends,302,2325
11,Jinro Metropolis,3,2317
12,FINAL FANTASY XIV ONLINE,52,1902
13,Overwatch 2,96,1589
14,Mamon King,17,1370
15,Monster Hunter Wilds,191,1142
16,Hearthstone,3,1051
17,Path of Exile 2,25,993
18,Teamfight Tactics,22,941
19,Dead by Daylight,77,924
20,Clair Obscur: Expedition 33,6,874
21,Black Desert,13,798
22,Resident Evil Zero,1,767
23,Delta Force,15,726
24,Art,38,675
25,ASMR,11,652
26,ELDEN RING NIGHTREIGN,33,587
27,Shadowverse: Worlds Beyond,10,505
28,7 Days to Die,12,493
29,Pokémon Legends: Z-A,34,400
30,Tom Clancy's Rainbow Six Siege X,16,373
31,Genshin Impact,31,369
32,IRL,5,358
33,Super Smash Bros. Ultimate,9,329
34,Yakuza 4 Remastered,1,309
35,R.E.P.O.,18,290
36,Retro,8,283
37,World of Tanks,11,279
38,DJs,6,276
39,ARK: Survival Ascended,9,231
40,The Legend of Zelda: Breath of the Wild,1,226
41,SILENT HILL ƒ,6,209
42,Marvel Rivals,16,196
43,Hamtaro: Ham-Hams Unite!,1,188
44,"Animals, Aquariums, and Zoos",5,187
45,Battlefield 6,16,182
46,Fortnite,39,180
47,Strinova,7,169
48,Call of Duty: Black Ops 7,10,146
49,Grand Theft Auto V,31,139
50,Terminator 2D: NO FATE,1,136
