rank,name,streamers,viewers
1,VALORANT,10,27050
2,Escape from Tarkov,8,10842
3,Mamon King,4,8055
4,Just Chatting,5,4778
5,League of Legends,10,2830
6,Overwatch 2,6,2319
7,Teamfight Tactics,2,1204
8,Street Fighter 6,3,1044
9,Delta Force,4,964
10,Tom Clancy's Rainbow Six Siege X,3,660
11,ASMR,1,602
12,ARC Raiders,3,414
13,Shadowverse: Worlds Beyond,2,353
14,Dead by Daylight,2,347
15,Minecraft,2,320
16,Dark and Darker,2,313
17,Pokémon Legends: Z-A,2,311
18,Eternal Return,2,306
19,Art,3,300
20,IRL,2,282
21,Apex Legends,2,254
22,World of Tanks,1,234
23,2XKO,1,218
24,Dragon Quest I & II HD-2D Remake,1,199
25,Hearthstone,1,185
26,SILENT HILL ƒ,1,153
27,Path of Exile 2,1,147
28,"Animals, Aquariums, and Zoos",1,142
29,ELDEN RING NIGHTREIGN,1,131
30,Black Desert,1,122
31,Beautiful Katamari,1,117
32,Tingus Goose,1,111
33,DARK SOULS III,1,108
34,INAZUMA ELEVEN: Victory Road,1,99
35,Arena Breakout: Infinite,1,97
36,Resident Evil 4,1,90
37,Jinro Metropolis,1,88
38,Elin,1,82
