rank,name,streamers,viewers
1,League of Legends,140,20810
2,Just Chatting,172,19406
3,Escape from Tarkov,113,13078
4,Street Fighter 6,92,6070
5,VALORANT,227,5635
6,ARC Raiders,74,4679
7,Grand Theft Auto V,89,4553
8,Apex Legends,287,3634
9,ELDEN RING NIGHTREIGN,37,3600
10,Art,27,3407
11,ASMR,10,3062
12,Overwatch 2,118,2853
13,Jinro Metropolis,2,2777
14,Persona 5 Royal,5,1910
15,Agreeee,5,1631
16,Minecraft,59,1444
17,Teamfight Tactics,34,1434
18,Dead by Daylight,75,1075
19,FINAL FANTASY XIV ONLINE,48,1027
20,Monster Hunter Wilds,59,1001
21,SILENT HILL ƒ,6,948
22,Hogwarts Legacy,6,832
23,ROBLOX,1,773
24,Dark and Darker,12,654
25,Path of Exile 2,13,607
26,Battlefield 6,15,595
27,Mario Kart World,5,562
28,EA Sports FC 26,4,557
29,Backpack Battles,3,482
30,Black Desert,10,470
31,Blue Protocol: Star Resonance,35,463
32,Retro,14,440
33,Marvel Rivals,18,397
34,Japan Stigmatized Property 2,4,392
35,Phasmophobia,14,368
36,Rust,17,361
37,MIMESIS,14,350
38,HATSUNE MIKU: COLORFUL STAGE!,1,336
39,Hearthstone,4,326
40,Special Events,4,293
41,Shadowverse: Worlds Beyond,15,284
42,Baby Steps,1,260
43,Always On,3,239
44,Genshin Impact,17,236
45,Dungeon ni Seisoku Da!,2,232
46,World of Tanks,6,202
47,Bakery Cafe Simulator,1,186
48,Dragon Quest I & II HD-2D Remake,10,177
49,War Thunder,5,172
50,Tom Clancy's Rainbow Six Siege X,14,165
