rank,name,streamers,viewers
1,Just Chatting,113,16001
2,League of Legends,99,5240
3,ARC Raiders,102,4026
4,Street Fighter 6,65,3395
5,VALORANT,213,2893
6,Jinro Metropolis,1,2611
7,ELDEN RING NIGHTREIGN,48,2318
8,Apex Legends,335,2213
9,Persona 5 Royal,8,1917
10,Escape from Tarkov,119,1867
11,Overwatch 2,103,1663
12,ASMR,16,1521
13,Teamfight Tactics,29,1424
14,Grand Theft Auto V,130,1154
15,FINAL FANTASY XIV ONLINE,49,703
16,Hogwarts Legacy,8,687
17,Art,26,556
18,Dead by Daylight,57,546
19,Minecraft,50,521
20,EA Sports FC 26,5,511
21,Escape from Tarkov: Arena,2,442
22,Blue Protocol: Star Resonance,43,441
23,Black Desert,14,424
24,Dark and Darker,10,413
25,Retro,8,290
26,Marvel Rivals,13,277
27,Monster Hunter Wilds,59,272
28,Super Smash Bros. Ultimate,6,271
29,Shadowverse: Worlds Beyond,9,254
30,Hearthstone,3,225
31,Dungeon ni Seisoku Da!,1,214
32,Phasmophobia,11,213
33,Rust,36,198
34,R.E.P.O.,21,191
35,Path of Exile 2,12,167
36,Honkai: Star Rail,6,145
37,Dragon Quest I & II HD-2D Remake,3,142
38,"Animals, Aquariums, and Zoos",4,128
39,Special Events,1,120
40,Genshin Impact,23,107
41,Call of Duty: Black Ops 7,19,106
42,2XKO,4,105
43,World of Tanks,3,97
44,The Legend of Zelda: The Wind Waker,1,85
45,Fortnite,20,84
46,Cast n Chill,1,84
47,Steam,1,83
48,Zenless Zone Zero,9,79
49,IRL,2,77
50,Arena Breakout: Infinite,7,77
