rank,name,streamers,viewers
1,Mamon King,11,7436
2,VALORANT,201,2950
3,Pokémon Legends: Z-A,37,2735
4,League of Legends,80,2723
5,Just Chatting,79,2412
6,Escape from Tarkov,131,2065
7,Path of Exile 2,59,1740
8,Overwatch 2,67,1479
9,Apex Legends,252,1292
10,ARC Raiders,79,813
11,Street Fighter 6,64,718
12,Dead by Daylight,46,585
13,Factorio,2,545
14,Teamfight Tactics,20,415
15,FINAL FANTASY XIV ONLINE,38,399
16,Art,21,366
17,FINAL FANTASY TACTICS - The Ivalice Chronicles,2,323
18,Splatoon 3,49,308
19,Black Desert,17,299
20,Genshin Impact,36,265
21,Retro,10,246
22,Eternal Return,3,243
23,Rust,10,235
24,Hearthstone,3,230
25,Minecraft,40,218
26,Monster Hunter Wilds,31,213
27,Shadowverse: Worlds Beyond,10,193
28,Mahjong Soul,3,190
29,Dragon Quest I & II HD-2D Remake,7,185
30,PUBG: Black Budget,1,181
31,"Animals, Aquariums, and Zoos",6,176
32,ARK: Survival Ascended,8,174
33,World of Tanks,8,165
34,ELDEN RING NIGHTREIGN,35,161
35,"Warhammer 40,000: Darktide",1,158
36,Super Smash Bros. Ultimate,3,157
37,VRChat,7,150
38,ASMR,13,149
39,Fortnite,36,139
40,IRL,3,135
41,Always On,4,133
42,Crab Champions,1,131
43,Diablo IV,8,130
44,Dark and Darker,8,121
45,Mosaic of the Pharaohs,1,119
46,OCTOPATH TRAVELER 0,18,115
47,Marvel Rivals,12,102
48,Elin,2,90
49,Zenless Zone Zero,9,88
50,7 Days to Die,9,87
