rank,name,streamers,viewers
1,Persona 5 Royal,1,2185
2,Escape from Tarkov,56,1564
3,League of Legends,41,1382
4,Just Chatting,62,1189
5,VALORANT,83,1130
6,Hearthstone,3,920
7,ARC Raiders,22,903
8,ASMR,18,872
9,Apex Legends,101,741
10,Street Fighter 6,26,645
11,Blue Protocol: Star Resonance,24,488
12,FINAL FANTASY XIV ONLINE,22,451
13,Overwatch 2,26,395
14,ELDEN RING NIGHTREIGN,10,315
15,Teamfight Tactics,5,306
16,Always On,4,277
17,Dark and Darker,4,252
18,IRL,4,223
19,Dead by Daylight,21,218
20,Splatoon 3,3,200
21,Dungeon ni Seisoku Da!,1,197
22,Art,14,196
23,Minecraft,21,186
24,Honkai: Star Rail,11,173
25,Retro,4,170
26,Black Desert,5,161
27,Shadowverse: Worlds Beyond,4,160
28,Monster Hunter Wilds,27,148
29,Backpack Battles,3,140
30,Steam,1,136
31,A Dance of Fire and Ice,1,132
32,"Animals, Aquariums, and Zoos",4,125
33,Genshin Impact,13,110
34,Animal Crossing: New Horizons,5,103
35,Path of Exile 2,9,98
36,The Legend of Zelda: The Wind Waker,1,97
37,Japan Stigmatized Property,1,80
38,Fortnite,9,71
39,"No, I'm Not A Human",1,64
40,Tingus Goose,1,61
41,Super Mario World,1,61
42,Dragon Quest I & II HD-2D Remake,3,57
43,I'm Only Sleeping,3,57
44,Rust,6,55
45,TEKKEN 8,3,51
46,Diablo IV,5,49
47,Co-working & Studying,3,45
48,Marvel Rivals,6,43
49,PowerWash Simulator,1,41
50,ELDEN RING,1,39
