rank,name,streamers,viewers
1,Escape from Tarkov,9,14735
2,League of Legends,12,9104
3,Mamon King,4,4376
4,Just Chatting,9,2880
5,ARC Raiders,8,2661
6,VALORANT,6,1969
7,World of Tanks,1,1534
8,Hearthstone,1,957
9,Street Fighter 6,6,898
10,Overwatch 2,5,833
11,Teamfight Tactics,3,704
12,Mario Kart World,1,618
13,ELDEN RING NIGHTREIGN,4,427
14,Dead by Daylight,2,250
15,IRL,2,243
16,Dragon Quest I & II HD-2D Remake,1,217
17,Tom Clancy's Rainbow Six Siege X,1,200
18,Black Desert,1,195
19,FINAL FANTASY XIV ONLINE,2,162
20,Pokémon Legends: Z-A,1,155
21,Eternal Return,1,155
22,Music,1,140
23,"Animals, Aquariums, and Zoos",1,128
24,Delta Force,1,125
25,Dark and Darker,1,122
26,Genshin Impact,1,118
27,Retro,1,112
28,Jinro Metropolis,1,108
29,Rust,1,105
30,Winter Burrow,1,104
31,Little Rocket Lab,1,104
32,Apex Legends,1,101
33,ARK: Survival Evolved,1,99
34,Beautiful Katamari,1,96
35,Path of Exile 2,1,94
36,Mess Adventures,1,91
37,"Warhammer 40,000: Darktide",1,90
38,Shadowverse: Worlds Beyond,1,88
39,Tingus Goose,1,87
40,,1,83
41,ASMR,1,76
