rank,name,streamers,viewers
1,Street Fighter 6,17,2527
2,Persona 5 Royal,1,2072
3,Escape from Tarkov,49,1379
4,Hearthstone,5,897
5,ASMR,17,889
6,Just Chatting,55,875
7,ARC Raiders,25,852
8,League of Legends,34,846
9,Apex Legends,88,842
10,SUPER GHOULS'N GHOSTS,1,685
11,VALORANT,67,668
12,Blue Protocol: Star Resonance,24,442
13,FINAL FANTASY XIV ONLINE,18,388
14,Overwatch 2,28,371
15,ELDEN RING NIGHTREIGN,16,305
16,Always On,4,293
17,Dungeon ni Seisoku Da!,1,234
18,IRL,4,234
19,Teamfight Tactics,8,232
20,Black Desert,6,225
21,Dark and Darker,3,219
22,Dead by Daylight,20,192
23,Splatoon 3,2,182
24,Retro,2,177
25,Monster Hunter Wilds,21,161
26,Honkai: Star Rail,6,156
27,Steam,1,152
28,"Animals, Aquariums, and Zoos",5,150
29,Shadowverse: Worlds Beyond,5,141
30,Genshin Impact,16,141
31,Art,5,118
32,Backpack Battles,2,117
33,osu!,5,111
34,Wuthering Waves,3,105
35,The Legend of Zelda: The Wind Waker,1,92
36,Tingus Goose,1,89
37,Path of Exile 2,6,81
38,Lies of P,1,75
39,Animal Crossing: New Horizons,5,74
40,PUBG: Black Budget,1,69
41,I'm Only Sleeping,3,66
42,A Dance of Fire and Ice,1,62
43,Rust,6,55
44,Dragon Quest I & II HD-2D Remake,2,54
45,Delta Force,4,53
46,TEKKEN 8,2,53
47,Minecraft,11,51
48,Super Mario World,1,50
49,PowerWash Simulator,1,49
50,ARK: Survival Ascended,3,42
