rank,name,streamers,viewers
1,Teamfight Tactics,20,3552
2,Escape from Tarkov,106,3188
3,Just Chatting,67,2867
4,League of Legends,80,1604
5,VALORANT,145,1392
6,DIGIMON STORY: TIME STRANGER,2,1295
7,Apex Legends,186,1217
8,Street Fighter 6,63,1034
9,Overwatch 2,60,865
10,ASMR,16,755
11,Blue Protocol: Star Resonance,36,585
12,Hearthstone,4,558
13,Rust,12,536
14,ARC Raiders,58,533
15,FINAL FANTASY XIV ONLINE,41,524
16,Dead by Daylight,54,501
17,Path of Exile 2,27,451
18,Monster Hunter Wilds,55,395
19,FINAL FANTASY TACTICS - The Ivalice Chronicles,1,360
20,ELDEN RING NIGHTREIGN,30,332
21,Black Desert,8,332
22,Art,26,251
23,Amagami,13,199
24,Stardew Valley,4,191
25,Backpack Battles,2,189
26,Always On,4,181
27,Shadowverse: Worlds Beyond,12,179
28,IRL,3,172
29,Dark and Darker,4,166
30,World of Tanks,8,148
31,"Animals, Aquariums, and Zoos",5,143
32,Retro,7,136
33,Metaphor: ReFantazio,2,135
34,Fortnite,25,133
35,Crab Champions,1,128
36,Japan Stigmatized Property,2,112
37,Chill with You: Lo-Fi Story,2,108
38,Doomsday: Last Survivors,2,108
39,Honkai: Star Rail,9,107
40,Mamon King,6,106
41,Genshin Impact,26,98
42,Star Ocean: The Second Story R,1,98
43,ARK: Survival Ascended,12,97
44,Splatoon 3,10,95
45,Romancing SaGa 2: Revenge of the Seven,1,85
46,Marvel Rivals,11,83
47,Euro Truck Simulator 2,3,83
48,Minecraft,21,83
49,Dragon Quest III HD-2D Remake,1,81
50,Sakuna: Of Rice and Ruin,1,79
