rank,name,streamers,viewers
1,Escape from Tarkov,120,17547
2,Just Chatting,189,16890
3,League of Legends,105,13933
4,Street Fighter 6,83,11557
5,ARC Raiders,98,8175
6,Apex Legends,250,6380
7,VALORANT,230,6056
8,Mamon King,5,5037
9,Overwatch 2,117,4512
10,Dragon Quest I & II HD-2D Remake,13,3443
11,DON'T SCREAM TOGETHER,4,2899
12,Jinro Metropolis,3,2486
13,SILENT HILL ƒ,8,2202
14,Minecraft,45,1983
15,FINAL FANTASY XIV ONLINE,94,1756
16,Satisfactory,7,1713
17,Monster Hunter Wilds,74,1473
18,ASMR,7,1309
19,Pokémon Legends: Z-A,15,1208
20,Dead by Daylight,78,1167
21,Grand Theft Auto V,51,1153
22,Hearthstone,2,1112
23,Teamfight Tactics,15,1086
24,Black Desert,11,963
25,Art,31,873
26,R.E.P.O.,38,866
27,Agreeee,5,847
28,7 Days to Die,10,798
29,Blue Protocol: Star Resonance,33,773
30,Dark and Darker,8,753
31,Doraemon: Nobita to Fukkatsu no Hoshi,1,738
32,ELDEN RING NIGHTREIGN,30,725
33,Eternal Return,14,616
34,osu!,11,598
35,Shadowverse: Worlds Beyond,14,547
36,Super Smash Bros. Ultimate,8,546
37,Full Metal Schoolgirl,1,481
38,Rust,14,452
39,Retro,15,450
40,Kirby Air Riders,5,430
41,Mario Kart World,5,428
42,MIMESIS,20,400
43,Marvel Rivals,18,398
44,Path of Exile 2,10,323
45,Genshin Impact,22,320
46,Amagami,2,282
47,Detroit: Become Human,3,248
48,Fortnite,23,242
49,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,2,235
50,Suika Game Planet,5,222
