rank,name,streamers,viewers
1,Escape from Tarkov,109,8657
2,ELDEN RING NIGHTREIGN,32,6995
3,Street Fighter 6,37,4699
4,Mamon King,3,3778
5,League of Legends,87,2696
6,Jinro Metropolis,1,2389
7,ARC Raiders,69,2281
8,VALORANT,174,2180
9,Just Chatting,75,1521
10,Apex Legends,183,1418
11,Teamfight Tactics,31,1377
12,Overwatch 2,73,1113
13,Retro,5,1021
14,OCTOPATH TRAVELER 0,9,850
15,Grand Theft Auto V,48,685
16,FINAL FANTASY XIV ONLINE,30,652
17,Pokémon Legends: Z-A,20,581
18,Dead by Daylight,45,572
19,ARK: Survival Ascended,6,532
20,Art,22,432
21,ASMR,15,413
22,VRChat,2,346
23,Path of Exile 2,23,343
24,Black Desert,6,272
25,Splatoon 3,22,259
26,Shadowverse: Worlds Beyond,9,246
27,Dark and Darker,7,223
28,Minecraft,35,177
29,Games + Demos,16,157
30,PUBG: BATTLEGROUNDS,5,150
31,Eternal Return,3,144
32,Genshin Impact,18,129
33,Monster Hunter Wilds,29,120
34,PUBG: Black Budget,3,109
35,Escape from Duckov,6,101
36,Capcom Arcade 2nd Stadium,1,101
37,Deadcam,1,97
38,"Animals, Aquariums, and Zoos",3,97
39,Metaphor: ReFantazio,1,94
40,Persona 4 Golden,1,93
41,Vampire Survivors,3,90
42,World of Tanks,3,82
43,Hearthstone,1,82
44,Strinova,10,81
45,Always On,4,79
46,7 Days to Die,10,75
47,Mamon King,9,73
48,Honkai: Star Rail,6,70
49,Cast n Chill,1,69
50,Super Mario Bros.: The Lost Levels,1,64
