rank,name,streamers,viewers
1,Grand Theft Auto V,162,98289
2,League of Legends,133,42131
3,Yakuza Kiwami 2,3,31156
4,Street Fighter 6,124,23375
5,VALORANT,210,13527
6,Dragon Quest Monsters: Terry no Wonderland SP,1,7064
7,Just Chatting,172,6971
8,Apex Legends,273,6675
9,Dead by Daylight,82,3905
10,Platform 6 Online,1,2584
11,Overwatch 2,116,2363
12,Escape from Tarkov,104,2321
13,Teamfight Tactics,14,1471
14,MapleStory,4,1437
15,ELDEN RING NIGHTREIGN,40,1108
16,Agreeee,3,1104
17,Black Desert,10,1037
18,Blue Protocol: Star Resonance,45,1006
19,Monster Hunter Wilds,98,755
20,Shadowverse: Worlds Beyond,6,739
21,Art,35,700
22,Path of Exile 2,19,668
23,FINAL FANTASY XIV ONLINE,46,619
24,Dark and Darker,10,613
25,ARC Raiders,65,572
26,Minecraft,44,494
27,Retro,12,386
28,Mamon King,8,357
29,Fortnite,28,316
30,Rust,24,312
31,Zenless Zone Zero,30,307
32,Jinro Metropolis,3,274
33,Kirby Air Riders,6,258
34,World of Tanks,12,229
35,Five Hearts Under One Roof 2,2,228
36,Pokémon Legends: Z-A,20,207
37,Hearthstone,3,205
38,GODDESS OF VICTORY: NIKKE,1,203
39,Japan Stigmatized Property,13,198
40,Genshin Impact,21,184
41,Suika Game Planet,3,179
42,TEKKEN 8,3,178
43,Music,8,169
44,"Animals, Aquariums, and Zoos",4,156
45,Mitsugasero! Joon-chan!!,1,156
46,Mahjong Soul,20,152
47,Always On,3,137
48,Super Smash Bros. Ultimate,3,136
49,IRL,3,135
50,SILENT HILL ƒ,6,133
